frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green
1,1,422,276,0.3798,0.2484,,,,
2,10,426,278,0.3834,0.2502,,,,
3,23,430,278,0.387,0.2502,,,,
4,32,434,278,0.3906,0.2502,,,,
5,43,436,278,0.3924,0.2502,,,,
6,59,440,280,0.396,0.252,,,,
7,70,444,282,0.3996,0.2538,,,,
8,77,448,282,0.4032,0.2538,,,,
9,90,452,284,0.4068,0.2556,,,,
10,102,456,286,0.4104,0.2574,,,,
11,112,460,288,0.414,0.2592,,,,
12,130,464,288,0.4176,0.2592,,,,
13,136,468,290,0.4212,0.261,,,,
14,147,472,292,0.4248,0.2628,,,,
15,156,476,294,0.4284,0.2646,,,,
16,170,480,296,0.432,0.2664,,,,
17,177,484,298,0.4356,0.2682,,,,
18,190,488,300,0.4392,0.27,,,,
19,201,492,304,0.4428,0.2736,,,,
20,210,496,306,0.4464,0.2754,,,,
21,226,500,308,0.45,0.2772,,,,
22,231,504,312,0.4536,0.2808,,,,
23,245,508,314,0.4572,0.2826,,,,
24,256,512,318,0.4608,0.2862,,,,
25,267,516,320,0.4644,0.288,,,,
26,278,522,324,0.4698,0.2916,,,,
27,288,526,328,0.4734,0.2952,,,,
28,300,530,332,0.477,0.2988,,,,
29,320,534,336,0.4806,0.3024,,,,
30,326,538,340,0.4842,0.306,,,,
31,332,542,344,0.4878,0.3096,,,,
32,353,546,348,0.4914,0.3132,,,,
33,357,550,352,0.495,0.3168,,,,
34,368,556,356,0.5004,0.3204,,,,
35,377,560,360,0.504,0.324,,,,
36,394,564,366,0.5076,0.3294,,,,
37,402,568,370,0.5112,0.333,,,,
38,411,572,376,0.5148,0.3384,,,,
39,428,576,380,0.5184,0.342,,,,
40,433,580,386,0.522,0.3474,,,,
41,447,584,390,0.5256,0.351,,,,
42,458,590,396,0.531,0.3564,,,,
43,466,594,402,0.5346,0.3618,,,,
44,476,598,406,0.5382,0.3654,,,,
45,492,602,412,0.5418,0.3708,,,,
46,499,606,418,0.5454,0.3762,,,,
47,511,610,424,0.549,0.3816,,,,
48,528,614,430,0.5526,0.387,,,,
49,534,618,436,0.5562,0.3924,,,,
50,545,624,444,0.5616,0.3996,,,,
51,556,628,450,0.5652,0.405,,,,
52,566,632,456,0.5688,0.4104,,,,
53,576,636,464,0.5724,0.4176,,,,
54,587,642,470,0.5778,0.423,,,,
55,601,646,478,0.5814,0.4302,,,,
56,612,650,484,0.585,0.4356,,,,
57,624,654,492,0.5886,0.4428,,,,
58,632,658,498,0.5922,0.4482,,,,
59,645,662,506,0.5958,0.4554,,,,
60,655,668,514,0.6012,0.4626,,,,
61,666,672,522,0.6048,0.4698,,,,
62,678,676,528,0.6084,0.4752,,,,
63,695,680,536,0.612,0.4824,,,,
64,699,684,544,0.6156,0.4896,,,,
65,713,688,552,0.6192,0.4968,,,,
66,726,692,560,0.6228,0.504,,,,
67,733,696,568,0.6264,0.5112,,,,
68,747,702,576,0.6318,0.5184,,,,
69,764,706,584,0.6354,0.5256,,,,
70,768,710,594,0.639,0.5346,,,,
71,777,714,602,0.6426,0.5418,,,,
72,793,718,610,0.6462,0.549,,,,
73,802,722,620,0.6498,0.558,,,,
