frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green
1,1,564,342,0.5076,0.3078,,,,
2,12,564,344,0.5076,0.3096,,,,
3,25,564,344,0.5076,0.3096,,,,
4,35,562,344,0.5058,0.3096,,,,
5,46,562,346,0.5058,0.3114,,,,
6,60,562,346,0.5058,0.3114,,,,
7,70,560,346,0.504,0.3114,,,,
8,82,560,348,0.504,0.3132,,,,
9,92,560,350,0.504,0.315,,,,
10,101,558,350,0.5022,0.315,,,,
11,115,558,352,0.5022,0.3168,,,,
12,125,558,354,0.5022,0.3186,,,,
13,135,556,356,0.5004,0.3204,,,,
14,144,556,358,0.5004,0.3222,,,,
15,158,556,360,0.5004,0.324,,,,
16,170,554,362,0.4986,0.3258,,,,
17,183,554,364,0.4986,0.3276,,,,
18,198,554,368,0.4986,0.3312,,,,
19,200,552,370,0.4968,0.333,,,,
20,217,552,372,0.4968,0.3348,,,,
21,224,552,374,0.4968,0.3366,,,,
22,239,550,378,0.495,0.3402,,,,
23,246,550,380,0.495,0.342,,,,
24,261,550,384,0.495,0.3456,,,,
25,269,550,388,0.495,0.3492,,,,
26,280,548,390,0.4932,0.351,,,,
27,292,548,394,0.4932,0.3546,,,,
28,300,548,398,0.4932,0.3582,,,,
29,312,548,402,0.4932,0.3618,,,,
30,321,548,406,0.4932,0.3654,,,,
31,336,546,410,0.4914,0.369,,,,
32,344,546,414,0.4914,0.3726,,,,
33,359,546,418,0.4914,0.3762,,,,
34,367,546,422,0.4914,0.3798,,,,
35,379,546,428,0.4914,0.3852,,,,
36,389,544,432,0.4896,0.3888,,,,
37,400,544,436,0.4896,0.3924,,,,
38,411,544,442,0.4896,0.3978,,,,
39,422,544,446,0.4896,0.4014,,,,
40,434,544,452,0.4896,0.4068,,,,
41,449,542,456,0.4878,0.4104,,,,
42,456,542,462,0.4878,0.4158,,,,
43,468,542,468,0.4878,0.4212,,,,
44,480,542,474,0.4878,0.4266,,,,
45,490,542,480,0.4878,0.432,,,,
46,501,540,484,0.486,0.4356,,,,
47,514,540,490,0.486,0.441,,,,
48,527,540,496,0.486,0.4464,,,,
49,536,540,502,0.486,0.4518,,,,
50,546,540,508,0.486,0.4572,,,,
51,562,540,516,0.486,0.4644,,,,
52,568,540,522,0.486,0.4698,,,,
53,580,538,528,0.4842,0.4752,,,,
54,593,538,536,0.4842,0.4824,,,,
55,602,538,542,0.4842,0.4878,,,,
56,612,538,548,0.4842,0.4932,,,,
57,625,538,556,0.4842,0.5004,,,,
58,636,538,562,0.4842,0.5058,,,,
59,646,538,570,0.4842,0.513,,,,
60,657,538,578,0.4842,0.5202,,,,
61,670,538,586,0.4842,0.5274,,,,
62,682,538,594,0.4842,0.5346,,,,
63,692,536,602,0.4824,0.5418,,,,
64,702,536,610,0.4824,0.549,,,,
65,712,536,618,0.4824,0.5562,,,,
66,728,536,626,0.4824,0.5634,,,,
67,737,536,634,0.4824,0.5706,,,,
68,752,536,642,0.4824,0.5778,,,,
69,758,536,650,0.4824,0.585,,,,
70,768,536,658,0.4824,0.5922,,,,
71,778,536,666,0.4824,0.5994,,,,
72,792,536,676,0.4824,0.6084,,,,
73,801,536,684,0.4824,0.6156,,,,
74,811,536,694,0.4824,0.6246,,,,
75,825,536,702,0.4824,0.6318,,,,
76,834,536,712,0.4824,0.6408,,,,
77,845,536,720,0.4824,0.648,,,,
78,862,536,730,0.4824,0.657,,,,
79,870,536,740,0.4824,0.666,,,,
80,880,536,750,0.4824,0.675,,,,
81,893,536,758,0.4824,0.6822,,,,
82,904,536,768,0.4824,0.6912,,,,
83,912,536,778,0.4824,0.7002,,,,
84,923,536,788,0.4824,0.7092,,,,
85,933,536,798,0.4824,0.7182,,,,
86,946,536,808,0.4824,0.7272,,,,
87,958,536,820,0.4824,0.738,,,,
88,968,536,830,0.4824,0.747,,,,
89,979,538,840,0.4842,0.756,,,,
90,989,538,850,0.4842,0.765,,,,
91,1000,538,860,0.4842,0.774,,,,
92,1010,538,872,0.4842,0.7848,,,,
93,1025,538,882,0.4842,0.7938,,,,
94,1033,538,892,0.4842,0.8028,,,,
95,1050,538,904,0.4842,0.8136,,,,
96,1059,538,914,0.4842,0.8226,,,,
97,1067,538,926,0.4842,0.8334,,,,
98,1082,538,936,0.4842,0.8424,,,,
99,1091,538,948,0.4842,0.8532,,,,
100,1102,540,960,0.486,0.864,,,,
101,1118,540,972,0.486,0.8748,,,,
102,1126,540,982,0.486,0.8838,,,,
103,1135,540,994,0.486,0.8946,,,,
104,1146,540,1006,0.486,0.9054,,,,
