frame_no,time (ms),pos_pixel_x-darkorange,pos_pixel_y-darkorange,r_x-darkorange,r_y-darkorange,v_x-darkorange,v_y-darkorange,a_x-darkorange,a_y-darkorange,pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink,pos_pixel_x-lightorange,pos_pixel_y-lightorange,r_x-lightorange,r_y-lightorange,v_x-lightorange,v_y-lightorange,a_x-lightorange,a_y-lightorange,pos_pixel_x-yellowneon,pos_pixel_y-yellowneon,r_x-yellowneon,r_y-yellowneon,v_x-yellowneon,v_y-yellowneon,a_x-yellowneon,a_y-yellowneon
26,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-4.1063081904508196e-15,0.02736733294541791,-1.1223220189669097e-12,-1.2733662857212675
27,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.0,0.013205649999911822,-7.912425326668085e-13,-1.3692468609547785
28,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,7.559581290374988e-15,3.779790645187494e-15,-1.1342126268242396e-12,-2.804215453572389e-13
29,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-3.766715515851486e-15,1.883357757925743e-15,-4.548529778630376e-13,-4.5454254509417986e-13
30,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.0,2.1307147525971e-15,3.301294651781192e-13,-1.359626715716024e-13
31,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,3.92094495589405e-15,1.960472477947025e-15,3.395480542866488e-13,2.8060275412309066e-13
32,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.0,-1.909641656344056e-15,-2.558993219543253e-13,-8.464383224745949e-14
33,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.004333727371760529,0.004333727371761421,-1.520676502648072,-1.5206765026480114
34,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-0.02223221515374643,-0.02223221515374643,-1.6709387086331569,-1.6709387086331593
35,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-0.025335759361214752,-0.025335759361218155,-0.5030803767683152,-0.5030803767683583
36,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.023916345840137056,-0.02391634584014051,0.0018033831714556925,0.0018033831711900554
37,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.023233051352950042,-0.02323305135294412,1.4245180944126676,1.4245180944122497
38,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.005438064336021237,-0.011402795974192984,2.7611974962446992,1.2898688083040457
39,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.00968406995178529,0.0,0.1553325833750706,-1.0668732381575434e-13
40,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.019223099881407982,0.0,0.6340809133762281,-4.0791986965086453e-13
41,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.0007831652832863788,-4.498850727913716e-15,-1.8889719621537673,-6.869937677371899e-13
42,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.01785724116697051,-4.316634779398471e-15,-0.038380145285810914,-2.053973263278081e-13
43,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.017355910940570454,0.011700392902470602,0.20141942853064823,1.351014207451267
44,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.0030111405608852374,0.011323890752623396,1.9864989377673274,2.038645941088318
45,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.004519520752327335,0.013487696634400267,-2.708949843206919,-1.8147915605376843
46,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-0.0010864794580732315,0.015224680187463301,-0.8791771648404181,-0.9991267264441496
47,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.006704891418810514,0.015975421541866642,-1.3738010924773891,-0.718772742472808
48,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.0004798549381614008,-0.008149788637752547,1.1082569122587216,-1.9374637345536623
49,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.00015848953395698246,-0.020320197222191277,0.8993606080361238,-0.44691019736118776
50,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.00537464150223101,-0.02072730999971184,0.5316059392874634,-0.3780826899821208
51,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.010172999882400148,-0.018520422159941135,-3.5621292033814482,-0.29931472333681863
52,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.007711994622100115,-0.020094482462548507,0.16684668706103734,1.3239219704741447
53,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.005152316425565806,-0.0058626065919306965,0.6826781691612913,2.4481006986113156
54,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.012465437104793867,0.009926002126925432,-0.45527745245483936,-0.6090133167406622
55,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.0191986626843018,0.0009662198608298974,-0.7132850817816386,-1.1369843483701951
56,661,,,,,,,,,710,486,0.49203,0.33679800000000004,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-0.016739218090888124,0.0007227201499884159,-0.7909588219942584,-1.145656024707156
57,680,,,,,,,,,706,486,0.489258,0.33679800000000004,-0.1884524894636761,9.327739141271672e-15,-3.0102642303484815,-2.5923783324316436e-13,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,7.34831420431128e-05,-0.01190067239276554,0.24189001524863057,-0.8556065339794287
58,688,,,,,,,,,704,486,0.48787200000000003,0.33679800000000004,-0.20823893336910765,-5.525275812361835e-15,-2.5922802697652463,6.186238023400123e-13,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.0035911999224151874,-0.010469526608367894,2.6869456196388892,0.5307056448007974
59,695,,,,,,,,,700,486,0.48510000000000003,0.33679800000000004,-0.21082912161066475,4.646138755045462e-15,-1.4641258801138328,2.9577278744370775e-13,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.005789544670403483,-0.010412018665036162,1.418166363455177,1.8311191082293745
60,705,,,,,,,,,698,486,0.48371400000000003,0.33679800000000004,-0.17919935983937696,-2.5931581097263328e-15,5.942167140745894,2.7102597857771014e-13,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.0003990531548194349,0.0,-1.7097389527916584,1.2861130171980577e-13
61,710,,,,,,,,,696,486,0.48232800000000003,0.33679800000000004,-0.16987967602623047,-2.635927263590423e-15,6.0794344699323615,4.871094121879757e-13,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.0021132815452426265,-2.635927263590423e-15,-1.8363956906050696,5.478260765975794e-13
62,718,,,,,,,,,694,486,0.48094200000000004,0.33679800000000004,-0.14228905019227997,0.0,0.8431016750868572,6.381429802261168e-13,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.012650846750883129,-2.8091162694269115e-15,-0.9479789635831276,1.1894111547179041e-12
63,730,,,,,,,,,694,486,0.48094200000000004,0.33679800000000004,-0.12139281902661121,-5.6618982154419036e-15,1.4360910250957029,1.5657048543738368e-13,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.006106293383522356,-2.8309491077209518e-15,2.9752662828350607,-7.190673108202538e-13
64,734,,,,,,,,,692,486,0.47955600000000004,0.33679800000000004,-0.09343009579806145,-0.023265880531883023,2.381700716241086,-2.7168937617568156,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.023265880531880213,0.0,2.7168937617564426,-8.721895299845104e-13
65,738,,,,,,,,,690,486,0.47817000000000004,0.33679800000000004,-0.07447148749605996,-0.022968042019183944,5.5899849091508855,-1.6482018938469072,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.015150874638757958,0.0,-0.5536900252264462,-4.722470456787901e-13
66,747,,,,,,,,,690,486,0.47817000000000004,0.33679800000000004,-0.054348215178501455,-0.03992604817905757,5.774032454096597,0.6995947510636049,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.021047848947062207,-8.019166447396881e-15,0.22626889168248115,1.4183528842102624e-13
67,757,,,,,,,,,690,484,0.47817000000000004,0.33541200000000004,0.012388567777512256,-0.033877055211616554,2.034864355559398,2.5906417200535463,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.02357465996159925,0.002884079065573658,-0.17463592637728192,1.337194287099645
68,769,,,,,,,,,692,484,0.47955600000000004,0.33541200000000004,0.050707217590812335,-0.00975758403468125,1.512714191552526,2.7220454284696736,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.021535853945226287,0.00841642040217673,-0.31865302442715704,0.30485262806003766
69,782,,,,,,,,,692,484,0.47955600000000004,0.33541200000000004,0.07651754158899687,0.025242075862328156,2.0309075520843822,3.3704270573318964,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.0163904724241263,0.005987694337118209,-0.38889300014937356,-0.4790582322667511
70,801,,,,,,,,,694,486,0.48094200000000004,0.33679800000000004,0.11823787412287663,0.08067878916141404,2.3405492759449706,2.5203546429619657,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-0.013996011032298904,-0.009377567342379973,-1.1030190385561776,-1.0909775992878934
71,807,,,,,,,,,696,486,0.48232800000000003,0.33679800000000004,0.16824238285229284,0.101390756428893,5.382397753769424,2.9931819768132186,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.04193159351455668,-0.016972635102897007,-4.136570685258235,-1.7082975244362584
72,816,,,,,,,,,698,488,0.48371400000000003,0.33818400000000004,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.02697002385532284,-0.006983878588009029,-0.17837185455218732,-0.2794678524546568
73,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.03588662331177864,-0.028820069365216784,3.1679793985241482,2.051805917257995
74,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.037350084137286035,-1.8625700963829136e-15,3.6811097657308123,1.7502066976546766e-14
75,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.007038631382291563,1.9349970913788695e-15,0.6481093639605318,1.4268795678041778e-13
76,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.018494187333170327,-5.600334333003757e-15,-0.1041449224431337,-4.428525873506004e-13
77,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.01888169900405847,-3.829493801667744e-15,-0.08709873376890116,-4.496244579390328e-14
78,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.013478011854089492,0.0,-2.199153149058505,-3.6766273369606555e-13
79,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.01788376628647708,-1.9352910521996133e-15,-0.7348327420479651,-5.359130812446698e-13
80,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.013810528856928671,0.0,-0.779358384799486,4.868409360881918e-13
81,907,,,,,,,,,714,496,0.494802,0.34372800000000003,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.009829753916864109,-3.4955736420602663e-15,-0.7391166463777726,2.448607539441677e-13
82,921,,,,,,,,,714,500,0.494802,0.34650000000000003,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.02284246367386235,0.0,1.3818414435646451,2.387717660805238e-13
83,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.010397295726591056,0.0,1.2801985016018143,-1.7929023572868205e-13
84,946,,,,,,,,,714,502,0.494802,0.34788600000000003,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.020838972926082968,1.8970550857239327e-15,1.400231184618417,1.688297715733484e-13
85,959,,,,,,,,,714,504,0.494802,0.349272,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.04745375534616356,-1.0442251655642024e-14,2.413179278144598,-2.6714452676897355e-13
86,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.01156841556231556,0.0186932266930071,-1.0758084422989034,1.6709964349412059
87,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.021532708989918204,0.013961734430615073,-0.491963003847357,-0.6006109233186276
88,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.02416071296601878,0.023593452487969707,-1.8612960530696623,-0.5282212889481639
89,993,,,,,,,,,718,508,0.497574,0.352044,,,,,,,,,,,,,,,,,,,,,758,384,0.525294,0.266112,-0.00892075385160262,0.020887305135980697,-1.6920165602635098,-0.3931029356241005
90,1012,,,,,,,,,720,508,0.49896,0.352044,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.014517930622595345,-0.01451793062257764,2.1292761801939495,-2.1292761801931164
91,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,384,0.525294,0.266112,0.013176768149012627,0.005522326254984608,1.593817025282988,-0.43550312569414773
92,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,384,0.525294,0.266112,0.022268358340372208,-0.012774170247114792,0.08164104598081977,0.04438420287309069
93,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.019128560842849338,-0.010205822838497337,0.08224972458162849,-1.8639337245058893
94,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.020911023238309772,-0.004485485537932765,-1.6402699644829437,2.1249355519215514
95,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.011204206038685004,-0.006447372746529705,-1.3321553523227192,0.7574207072635275
96,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-7.656710514656253e-15,0.00092393498393452,1.1190642203239253e-12,-0.817280510769582
97,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.0,0.001149184542427742,1.3180164324593773e-12,1.479233154973774
98,1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,4.138994322477224e-15,0.0033843209478350796,1.1758926577380905e-12,-1.3991420161392625
99,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,7.956850452211686e-15,-0.012261517795463658,5.895052863028387e-13,-1.0850305748620361
100,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,4.112642374302289e-15,-0.015963609416041403,4.191653833758992e-13,0.34603843220742536
101,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.0061075183831915784,-0.0010640985392125742,-1.2747154596454378,-0.638629570081656
102,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.010429645813002915,-0.012044685741695876,0.23667287537340434,0.5654251673076858
103,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.01827824000702877,-0.00962222068473915,-0.5459562529503076,1.1447653449816142
104,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.021440500224018326,-1.782126008753037e-15,-0.32581438869338747,1.8181537120777815e-13
105,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.02210351011112133,0.0,0.1565357665396206,9.657162370134425e-14
106,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.0183934545646732,-3.979063971430037e-15,0.5246142079762086,-1.1297589205407048e-13
107,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.007588148756089977,1.9641506659424482e-15,1.4660509501960508,4.192618666281748e-13
108,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.022290248930550604,7.24915469995679e-15,4.202618970768548,3.7995154118624825e-13
109,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.010724580800756507,-4.110527723871471e-15,-0.8950260570512355,3.5490288744168683e-13
110,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.004634683022016257,-3.810836675044276e-15,-1.7325019470364584,5.847856291216125e-13
111,1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.014509098573663101,-2.1264114594357387e-15,1.0959970177093927,-3.878093374620075e-13
113,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.01118460432074252,1.1421950862987177e-14,2.419415196387211,3.3021689124039518e-12
114,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.035123802896476736,0.012170998057075357,-1.6032161607262523,1.9336511829795529
115,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.021034961152227492,0.009120465523092787,-1.1635868412249735,-0.8302391044590337
117,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-3.749491233477788e-15,0.011802407108967499,-7.094194016329221e-13,0.15964867450372608
118,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.0,0.011837748285044334,-1.079556523726739e-12,0.5504259064850945
119,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-1.857609847639315e-15,-0.005059567537688199,2.2289385900485546e-13,-0.7367281061048452
120,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-3.758073771135456e-15,0.00791693354656405,-2.0380427523972982e-13,1.4029233238015046
121,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.0074215485068343115,0.009171362133601164,-1.1072345382989213,-1.2537324725218693
123,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,-0.011540250801469844,-0.014080576730043086,0.500785815076392,-0.13626052910044342
124,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.007197702427453358,0.003529856324224661,0.3234679841076654,0.317823357914245
126,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.011791967101863006,0.0011165719983804677,1.2731004827576957,1.332903144522251
127,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.02341673385635201,0.0059749184211185455,-0.8564775205126126,-1.7770438516686788
128,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,384,0.525294,0.266112,0.020295445457104953,0.0012573148225199413,-0.706049106456393,-1.2371004839494255
129,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.0038716398602726756,-0.004113054852439361,-1.3981008733750813,-0.6100158599918313
130,1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.007330220340488217,-0.003624550594245054,-1.6079644797127832,2.022551470772896
131,1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.007646112402284337,-0.008403894561937002,-1.8246273339134034,1.570770056171288
132,1466,612,390,0.42411600000000005,0.27027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,-0.02671497677728892,0.005999195623374213,0.5999641973276391,-0.7170789726204804
133,1481,616,396,0.42688800000000005,0.274428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,384,0.525294,0.266112,0.004646553641688309,-0.00604531132561387,2.860789572102336,-1.3348233783777703
134,1489,618,404,0.42827400000000004,0.279972,0.12457120455673798,0.45352523101915715,-4.739110452586204,-1.5046953164723493,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.010286937949680611,0.011698654851729601,2.2080032152060594,0.5334203448487319
135,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,382,0.525294,0.264726,0.029012952543003734,0.01913509792452224,0.6675603921971441,1.2974401830663016
136,1506,620,418,0.42966000000000004,0.28967400000000004,0.05540316891907393,0.5027555861346161,-3.444757454778682,-0.3288488688465885,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,0.03217955583768938,-0.0011865855926391326,-0.6883310988165595,0.948840925079502
137,1523,620,424,0.42966000000000004,0.29383200000000004,0.01504742195586883,0.4507614094872984,-1.478258894039785,-1.30369089937392,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.019914566924654157,0.001594623603549521,-1.2973927409245918,-1.9464342996239052
138,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,384,0.52668,0.266112,0.016157093939002002,0.0020530245030440653,-1.1913038786671526,-2.0507021165840307
139,1538,620,440,0.42966000000000004,0.30492,-0.019783448378366934,0.4475126039072351,-1.4975845535495713,1.5831017503216143,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.010281268048409368,0.0006320136811851864,-1.2009980849131139,-0.02010110520489252
140,1554,620,446,0.42966000000000004,0.309078,-0.04263705510556619,0.4485478563725567,-1.8643710418649415,-4.70627753894395,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.008043551810715175,0.0011506588133649797,0.379264859043322,2.7991438452658506
141,1564,618,454,0.42827400000000004,0.314622,-0.06111417570418736,0.3877231656409931,-1.5801635596347197,0.20111947809329833,,,,,,,,,,,,,,,,,,,,,,,,,760,382,0.52668,0.264726,-0.0030663717178422527,0.012203954574199266,0.7706949981731696,1.3945995127677318
