frame_no,time (ms),pos_pixel_x-darkorange,pos_pixel_y-darkorange,r_x-darkorange,r_y-darkorange,v_x-darkorange,v_y-darkorange,a_x-darkorange,a_y-darkorange,pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink,pos_pixel_x-lightorange,pos_pixel_y-lightorange,r_x-lightorange,r_y-lightorange,v_x-lightorange,v_y-lightorange,a_x-lightorange,a_y-lightorange,pos_pixel_x-yellowneon,pos_pixel_y-yellowneon,r_x-yellowneon,r_y-yellowneon,v_x-yellowneon,v_y-yellowneon,a_x-yellowneon,a_y-yellowneon
38,451,676,560,0.46846800000000005,0.38808000000000004,0.0,-0.028162594534083537,1.198333852796207e-13,0.15100201790276166,714,874,0.494802,0.605682,6.730169603398095e-15,-0.026034204670475493,-1.0292154013704332e-13,1.2976114878420153,490,434,0.33957000000000004,0.30076200000000003,3.3650848016990476e-15,3.3650848016990476e-15,-9.71558470152011e-14,-2.3084479946240757e-13,,,,,,,,,760,380,0.52668,0.26334,0.0,-0.01890020903069548,-2.903472494639287e-13,-0.09280299956763052
39,469,676,558,0.46846800000000005,0.38669400000000004,0.0,-0.025841167465641888,-2.5802381756188387e-13,0.8513974629213017,714,874,0.494802,0.605682,-3.4124382289077154e-15,-3.4124382289077154e-15,1.5150278274585678e-13,-9.682012581242735e-13,490,434,0.33957000000000004,0.30076200000000003,0.0,0.0,-3.930139503387415e-13,-7.324516081590401e-14,,,,,,,,,760,382,0.52668,0.264726,-3.4124382289077154e-15,-0.019256246584471687,-5.664023937999848e-13,-0.016613265411344412
40,485,676,558,0.46846800000000005,0.38669400000000004,0.0,-0.013063469894482682,2.10314169218929e-13,1.2133851194160372,714,874,0.494802,0.605682,3.324482979771004e-15,0.0,1.8047243313806325e-13,2.0455598226944847e-14,490,434,0.33957000000000004,0.30076200000000003,-1.662241489885502e-15,-1.662241489885502e-15,-4.773143358257039e-15,-1.6243281610817143e-13,,,,,,,,,760,380,0.52668,0.26334,-3.324482979771004e-15,-0.01523285944928217,-3.5421510219865554e-13,0.029772118275249313
41,497,676,558,0.46846800000000005,0.38669400000000004,3.561042011821415e-15,0.021093196149863574,3.2844296051468364e-13,2.3047442670340925,714,874,0.494802,0.605682,5.341563017732122e-15,3.561042011821415e-15,4.259327286829929e-13,9.370218562763093e-13,490,434,0.33957000000000004,0.30076200000000003,3.561042011821415e-15,3.561042011821415e-15,4.4986348633434536e-13,2.5418546308561843e-13,,,,,,,,,760,380,0.52668,0.26334,3.561042011821415e-15,0.008030617306346728,2.504641797218582e-13,0.532587322241596
42,503,676,558,0.46846800000000005,0.38669400000000004,0.0,0.00724714695080407,-1.069357696405387e-12,-0.22250562263481136,714,874,0.494802,0.605682,-4.139713584681363e-15,0.0,-1.4551685963252683e-12,-1.9161765617869918e-12,490,434,0.33957000000000004,0.30076200000000003,2.0698567923406815e-15,0.0,-5.700632545946876e-13,-8.047436424984966e-13,,,,,,,,,760,380,0.52668,0.26334,0.0,-0.006727876859487222,-9.831912445587646e-13,1.1803033899328907
43,515,676,558,0.46846800000000005,0.38669400000000004,-8.148768808808589e-15,0.017374055889284208,3.307069680312663e-13,0.4046831303009834,714,874,0.494802,0.605682,-1.2223153213212885e-14,4.0743844044042946e-15,4.772398765333084e-13,-3.74088967946506e-13,490,434,0.33957000000000004,0.30076200000000003,-2.0371922022021473e-15,-6.111576606606442e-15,4.728374804147859e-13,6.731031968688532e-14,,,,,,,,,760,380,0.52668,0.26334,-8.148768808808589e-15,0.01737405588928217,2.394883704663145e-13,0.40468313030133696
44,519,676,560,0.46846800000000005,0.38808000000000004,-6.588686638065856e-15,0.020201882954723388,3.1230736356817527e-13,-0.03581620347186757,714,874,0.494802,0.605682,-8.235858297582319e-15,-0.000990443457925214,8.753111109985981e-13,1.1077158291901212,490,434,0.33957000000000004,0.30076200000000003,-8.235858297582319e-15,-4.1179291487911594e-15,5.70921539645956e-13,2.227935269042072e-13,,,,,,,,,760,382,0.52668,0.264726,-8.235858297582319e-15,0.020201882954718448,9.269827790936932e-13,-0.03581620347155432
45,534,676,558,0.46846800000000005,0.38669400000000004,-3.2116357026066953e-15,0.01926348595015502,1.9978524388706856e-13,-0.13183823735628314,714,874,0.494802,0.605682,-9.634907107820085e-15,0.012569223605236997,8.321693941648832e-14,1.2212815295642625,490,434,0.33957000000000004,0.30076200000000003,-6.4232714052133905e-15,-4.817453553910042e-15,2.0393559805548478e-13,1.259029060113971e-13,,,,,,,,,760,380,0.52668,0.26334,-9.634907107820085e-15,0.019263485950156627,1.5214111124281104e-13,-0.1318382373562665
46,550,676,560,0.46846800000000005,0.38808000000000004,-3.094717112228976e-15,0.014281621940301695,6.509370409445238e-13,-0.18986433856343732,714,874,0.494802,0.605682,0.0,0.02221366497362866,5.739808645631654e-13,0.3916478519571464,490,434,0.33957000000000004,0.30076200000000003,-3.094717112228976e-15,0.0,3.1962210199727424e-13,2.0142778768139233e-13,,,,,,,,,760,382,0.52668,0.264726,-3.094717112228976e-15,0.014281621940303243,5.10036851370639e-13,-0.18986433856360727
47,570,676,560,0.46846800000000005,0.38808000000000004,1.4906687491345455e-15,0.009208709624205998,2.032430821061858e-14,0.14009596652705597,714,876,0.494802,0.607068,1.4906687491345455e-15,0.022051376300519836,-1.9746265401963694e-13,-0.058785812982291095,490,434,0.33957000000000004,0.30076200000000003,0.0,0.0,-2.0055500596320622e-13,-1.4504562244691547e-13,,,,,,,,,760,382,0.52668,0.264726,0.0,0.009208709624205252,-3.4564359881502413e-13,0.14009596652689227
