frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green
0,0,,,,,,,,
1,16,,,,,,,,
2,26,,,,,,,,
3,37,,,,,,,,
4,62,850,106,0.5890500000000001,0.07345800000000001,,,,
5,72,850,104,0.5890500000000001,0.072072,-2.3462980681108828e-14,0.013621933469617745,1.7628464345553207e-12,-1.8287301094372321
6,89,850,106,0.5890500000000001,0.07345800000000001,4.563952297407302e-15,0.0010648399681142313,1.6778983614143555e-12,0.6643839912365984
7,97,850,106,0.5890500000000001,0.07345800000000001,3.650884214700871e-15,0.006028370206860589,-3.208377289754748e-14,0.6333663465126672
8,107,850,104,0.5890500000000001,0.072072,-3.6197044884437975e-15,0.0032590841900694955,6.169811563020435e-13,-1.5281014129351094
9,120,850,106,0.5890500000000001,0.07345800000000001,0.0,-0.007330963292124443,3.858997395147588e-14,0.7043694359315872
10,131,850,106,0.5890500000000001,0.07345800000000001,6.084555722607484e-15,0.0009957783566181856,-8.493313149381891e-13,0.6175181247448135
11,144,850,104,0.5890500000000001,0.072072,-3.087528444884743e-15,0.011792056792829185,1.3639468405612069e-12,-0.10358826187619496
12,168,850,106,0.5890500000000001,0.07345800000000001,3.123982227811476e-15,0.01822742669788835,-2.2634901951722724e-13,1.0766440224272256
13,175,850,106,0.5890500000000001,0.07345800000000001,6.678222001148198e-15,0.009002684785429758,-4.083933197029814e-13,0.030405616319283076
14,183,850,106,0.5890500000000001,0.07345800000000001,3.250632388483265e-15,0.006619768263992913,-4.898508496166348e-13,-1.648715740830829
15,191,850,106,0.5890500000000001,0.07345800000000001,-6.645242925508268e-15,-0.0068117786363051155,2.848615462587823e-13,-0.32310856162963
16,209,850,106,0.5890500000000001,0.07345800000000001,0.0,-0.006504379232964605,5.015260424235795e-13,0.381662645287827
17,229,850,104,0.5890500000000001,0.072072,-1.519883701902088e-14,0.012794923941905534,-2.352324712534579e-13,1.0941555701273573
18,234,850,106,0.5890500000000001,0.07345800000000001,3.702286356245292e-15,0.005072929425456454,5.600483211849801e-13,0.6428696415394383
19,238,850,106,0.5890500000000001,0.07345800000000001,-1.115659616193785e-14,0.0033645824387536385,5.736475588873587e-13,0.2829871398161186
20,245,850,106,0.5890500000000001,0.07345800000000001,-1.620278154142957e-14,0.03523479178017171,1.2730354605457783e-12,-1.8992530796993108
21,265,850,106,0.5890500000000001,0.07345800000000001,0.0,0.0,-1.6767396803639064e-13,-5.411511316229225e-14
22,281,850,106,0.5890500000000001,0.07345800000000001,0.0,-0.028603834825442404,1.5672969052870225e-13,-1.5128709698285077
23,286,850,106,0.5890500000000001,0.07345800000000001,0.0,-0.005903813581123455,8.771089371376387e-14,0.3022063869897233
24,295,850,106,0.5890500000000001,0.07345800000000001,8.236437469209303e-15,-0.012036428050696237,-3.5041774637987166e-13,0.04302632013813499
25,303,850,104,0.5890500000000001,0.072072,3.5388621560827196e-15,-0.021852576459296058,-1.6820643320553389e-13,0.8820311975667313
26,339,850,106,0.5890500000000001,0.07345800000000001,2.415955765472818e-15,0.008625124863540853,3.0818421916385326e-13,0.8618993166601677
27,353,850,104,0.5890500000000001,0.072072,0.0,0.013796267367119095,1.9077854156711147e-13,0.5126484085705949
28,368,850,106,0.5890500000000001,0.07345800000000001,-4.124845503645252e-15,0.012347370321072151,-1.979657604414772e-15,-0.12770853068901122
29,376,850,106,0.5890500000000001,0.07345800000000001,3.738845297075241e-15,0.0091621015565922,-7.213932161045158e-13,0.15677381861064266
30,386,850,106,0.5890500000000001,0.07345800000000001,4.121843719745396e-15,-0.002258469681359238,7.311695584522803e-13,-3.051386968840583
31,397,850,106,0.5890500000000001,0.07345800000000001,-1.1808952957475112e-14,-0.008955453000983394,6.102011140358538e-13,0.5678040558391019
32,408,850,106,0.5890500000000001,0.07345800000000001,-7.582687552992858e-15,-0.0038021680263084488,1.3252273494844125e-12,1.0522013650048936
33,414,850,104,0.5890500000000001,0.072072,1.9056990207876396e-14,-0.003675268401502519,-1.2641840547082104e-12,1.414915166813766
34,434,850,106,0.5890500000000001,0.07345800000000001,-1.6079743361813347e-14,0.019235562254468843,-1.5836019977612851e-12,1.4471997094857267
35,441,850,106,0.5890500000000001,0.07345800000000001,4.402320650898872e-15,0.011748612943959586,-4.564411881226031e-13,-0.20832217111721008
36,448,850,106,0.5890500000000001,0.07345800000000001,-4.448014624486318e-15,0.014783571902579323,1.3133722779753949e-13,-1.4833201709730643
37,453,850,106,0.5890500000000001,0.07345800000000001,-4.634990843615327e-15,0.0,-1.6782887240000825e-13,-1.6838102822624302e-14
38,463,850,106,0.5890500000000001,0.07345800000000001,0.0,0.0,-1.1559354678582177e-12,-1.0385656630953566e-13
39,477,850,106,0.5890500000000001,0.07345800000000001,3.613946736407845e-15,9.034866841019612e-16,-7.283001657523591e-13,-1.267323265181253e-13
40,486,850,106,0.5890500000000001,0.07345800000000001,3.4509610289402085e-15,-4.3137012861752607e-16,-1.9043645788034405e-13,5.277829118049327e-14
41,497,850,106,0.5890500000000001,0.07345800000000001,-3.5249616281482623e-15,-0.009992290771708942,3.209408157960696e-13,-1.2048230804496773
42,518,850,106,0.5890500000000001,0.07345800000000001,0.0,-0.03421386940305422,9.469916593969381e-15,-1.5531495638072599
43,522,850,106,0.5890500000000001,0.07345800000000001,3.752166957241916e-15,-0.011050748876713316,-8.738061516147517e-13,0.5530410743753602
44,532,850,104,0.5890500000000001,0.072072,-8.073014997618237e-15,-0.0021086648601038116,-8.793308307401342e-13,1.5553183572533733
45,543,850,104,0.5890500000000001,0.072072,-9.472320345730723e-15,0.010944590814086072,-5.596473270236646e-13,4.504428497736279
46,554,850,106,0.5890500000000001,0.07345800000000001,-1.4669562092372373e-14,0.04491012776414461,-1.7794679516881408e-12,3.4971298208081327
47,562,850,106,0.5890500000000001,0.07345800000000001,5.129268484374643e-15,0.024357616428865515,-7.342611799825882e-13,-1.7486514217188307
48,566,850,106,0.5890500000000001,0.07345800000000001,1.0449881079011275e-14,0.026552959312011796,-1.1215555747058208e-12,-2.4338744725550217
49,569,850,106,0.5890500000000001,0.07345800000000001,5.071415212424872e-15,0.0,1.5921165488393795e-12,-5.1462108160403905e-14
50,584,850,106,0.5890500000000001,0.07345800000000001,-4.667646400884628e-15,0.0,7.906480870335766e-13,6.191705342512085e-14
51,594,850,106,0.5890500000000001,0.07345800000000001,-8.479247603514765e-15,-1.0599059504393457e-15,-2.3934773546278283e-13,-6.331088563474602e-14
52,597,850,106,0.5890500000000001,0.07345800000000001,8.554425262923487e-15,5.34651578932718e-16,3.297690940050044e-13,1.3447969888195433e-14
53,615,850,106,0.5890500000000001,0.07345800000000001,-9.143369077896768e-15,-1.142921134737096e-15,1.2321320323096106e-12,-4.663016700427453e-15
54,622,850,106,0.5890500000000001,0.07345800000000001,8.321473388093875e-15,-0.015055618062154883,-9.103236098812732e-13,-1.4842325931438765
55,625,850,106,0.5890500000000001,0.07345800000000001,0.0,-0.01739768993868261,-4.675377580281265e-15,-1.529419487308908
56,637,850,106,0.5890500000000001,0.07345800000000001,-8.312721616990928e-15,-0.027191148718472582,-3.7058712674228945e-13,1.867904402708565
57,656,850,104,0.5890500000000001,0.072072,7.510770799653991e-15,-0.01659983004626855,1.5973585174732878e-12,0.6912529698809469
58,659,850,104,0.5890500000000001,0.072072,-3.749491233477788e-15,-0.01919256476525367,-3.731937995673597e-13,0.4922114174532999
59,671,850,106,0.5890500000000001,0.07345800000000001,4.0702750897890014e-15,-0.015278606513232085,1.8215918402782076e-12,0.5218965127032617
