frame_no,time (ms),pos_pixel_x-darkorange,pos_pixel_y-darkorange,r_x-darkorange,r_y-darkorange,v_x-darkorange,v_y-darkorange,a_x-darkorange,a_y-darkorange,pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink,pos_pixel_x-yellowneon,pos_pixel_y-yellowneon,r_x-yellowneon,r_y-yellowneon,v_x-yellowneon,v_y-yellowneon,a_x-yellowneon,a_y-yellowneon
0,0,,,,,,,,,796,640,0.551628,0.44352,,,,,36,780,0.024948,0.54054,,,,,,,,,,,,
1,16,,,,,,,,,796,642,0.551628,0.444906,0.020808845220942583,0.022614091257382903,-1.250661378764052,-4.017355907095404,,,,,,,,,,,,,,,,
2,24,,,,,,,,,796,642,0.551628,0.444906,0.012146133227898469,-0.0014977812483297306,-0.6536001397014907,-0.4476625345473476,,,,,,,,,,,,,,,,
3,35,,,,,,,,,798,640,0.553014,0.44352,0.005532956985539126,-0.005643998922479698,-0.4720030024383144,-0.20253914499541076,38,778,0.026334000000000003,0.539154,0.022087797750742624,-0.013757682768116465,-0.6914219192015769,0.027297722409037262,,,,,,,,
4,48,,,,,,,,,796,640,0.551628,0.44352,-0.0025564560221315326,-0.025374462804452002,0.4592839499942991,0.7965717471087335,38,780,0.026334000000000003,0.54054,7.76520252190745e-17,0.00044904160339818153,7.019573080841493e-15,-0.35856867539830206,,,,,,,,
5,82,,,,,,,,,796,640,0.551628,0.44352,0.0012430841577392234,-0.0033153806468169495,0.17860043995313704,0.5264733986032728,38,778,0.026334000000000003,0.539154,0.0,-0.0077531364372369176,2.027276240227184e-14,-0.07764286319264349,,,,,,,,
6,96,,,,,,,,,796,640,0.551628,0.44352,-0.004733519160914342,0.0,0.0948921947252147,-1.0502539428643348e-13,38,778,0.026334000000000003,0.539154,0.0,-0.005474189466019714,-4.538317346958003e-15,0.08655396139305693,,,,,,,,
7,114,,,,,,,,,798,640,0.553014,0.44352,0.0069093302021057765,0.0,0.056659098599927564,-1.8554391372660045e-13,38,778,0.026334000000000003,0.539154,0.0,-0.0014185075828650792,-8.110977195025862e-15,0.6645805483086739,672,718,0.465696,0.497574,,,,
8,126,,,,,,,,,796,640,0.551628,0.44352,0.006099301558547372,0.0017584124134629375,-0.2919564225463274,0.47254765250170033,38,778,0.026334000000000003,0.539154,-0.0017584124134634588,0.005131317151529662,-0.4725476525014102,0.030543120231748256,672,718,0.465696,0.497574,1.204205945063742e-15,-0.0176676339294617,-2.608669887249282e-13,0.39904032508163395
9,162,,,,,,,,,796,640,0.551628,0.44352,-0.005045604480422123,0.017267066081203448,-0.3032480276094739,0.5345721934143144,38,778,0.026334000000000003,0.539154,-0.005014760372845127,0.00038745555892987383,-0.014505964399196837,-0.26884294021026334,672,718,0.465696,0.497574,2.660600479975063e-15,-0.0016772370762901151,3.837366197272745e-13,0.5148619568400735
10,178,,,,,,,,,798,640,0.553014,0.44352,0.005940797676928955,0.00924232121636321,0.4899750007726425,0.024207565798965453,38,780,0.026334000000000003,0.54054,-0.004253499795237698,-0.0065605542331521344,0.07783575772235879,-0.5148619568397287,672,716,0.465696,0.496188,0.0,0.005518704072345343,-5.83730366726269e-14,0.476529562241619
11,192,,,,,,,,,796,642,0.551628,0.444906,9.353890772429087e-05,0.014730875405604473,-0.247084706722963,0.10295952797865922,36,778,0.024948,0.539154,0.004633938507328999,-0.012593029541080568,0.3708366860058099,-0.5946560556379876,672,718,0.465696,0.497574,-4.011107941402057e-15,0.012209709927715043,-8.111919707990489e-14,0.5841543257477555
12,209,,,,,,,,,796,642,0.551628,0.444906,-0.0163283841472369,-0.0252232026687133,-0.9000871256512006,-2.207512315452903,38,778,0.026334000000000003,0.539154,0.02469840109822594,0.01558507651837628,1.502627684561403,0.7615255981429921,672,718,0.465696,0.497574,1.4318010781869917e-14,-0.014205324641758069,-5.440880595745615e-13,-0.8271887907185198
13,215,,,,,,,,,798,640,0.553014,0.44352,-0.011522930807974206,0.0031469782432238663,0.5755767882688296,-0.5450895496692353,,,,,,,,,672,718,0.465696,0.497574,6.547105640720292e-15,-0.0017877900210369298,-1.2291223171557526e-13,-1.4856401159720076
14,217,,,,,,,,,796,642,0.551628,0.444906,0.0007709052592921253,-0.018585849990915965,-0.7991432451649091,0.19555105366498882,38,778,0.026334000000000003,0.539154,0.02763812112309834,0.017946475001630265,-1.7330263777264479,0.46724401440822033,672,718,0.465696,0.497574,-4.495161632805477e-15,-0.008164357025360829,-7.55660271510045e-13,0.9395267261755371
15,226,,,,,,,,,796,640,0.551628,0.44352,-0.01284654492764748,-0.018744755526955106,0.35859391411646063,1.555190590291511,38,780,0.026334000000000003,0.54054,0.0,0.0293233017192525,1.6247562354632297e-14,-1.850476389399965,672,716,0.465696,0.496188,5.7665818875377896e-15,-0.009386136783744944,-8.351442330285247e-14,0.9218973421669611
16,238,,,,,,,,,796,642,0.551628,0.444906,-0.018128938649979644,0.006080741342472328,1.832050512966121,0.4261887372388504,38,778,0.026334000000000003,0.539154,1.0377384591447073e-16,0.0049776141043521484,6.748864792654534e-15,0.17269952513515605,672,718,0.465696,0.497574,1.5700924586837747e-15,0.003115255965755349,1.575141471010788e-13,0.17189217226204923
17,252,,,,,,,,,796,640,0.551628,0.44352,0.007721573085453735,0.0037440466041369818,-0.09760451963912704,0.45552187755123724,38,780,0.026334000000000003,0.54054,-1.703597735589744e-16,0.003977526481311302,1.458232711342891e-14,-0.5531263971901492,672,718,0.465696,0.497574,-5.451512753887181e-15,0.00826226883218548,4.14135097039429e-13,-0.1927860220429923
18,271,,,,,,,,,796,642,0.551628,0.444906,0.0032256911934038816,0.012813021890788222,-0.47805289753438557,-0.2766176249071103,38,778,0.026334000000000003,0.539154,0.0,6.807323003491657e-05,-4.5151696062623647e-14,0.4777407380527767,672,718,0.465696,0.497574,0.0,0.00810996751752926,-4.76407972487493e-13,-0.8205925191335564
19,289,,,,,,,,,798,642,0.553014,0.444906,-0.006015769747737102,0.008418012436797049,-0.7686848084255786,0.09566131615107515,38,780,0.026334000000000003,0.54054,1.7830175106710488e-16,-0.006813590553729833,5.301463265125978e-15,-0.7352180520999498,672,718,0.465696,0.497574,5.705656034147356e-15,0.0,2.7991951811710773e-13,5.414689241299409e-14
20,305,,,,,,,,,796,642,0.551628,0.444906,-0.01103827887773014,-0.020098541780950316,-0.69392287703583,-1.817652619568825,38,778,0.026334000000000003,0.539154,-2.844934804782919e-16,-0.013851616066076416,8.978654103207946e-16,-0.20000853214735279,672,718,0.465696,0.497574,3.03459712510178e-15,-0.021940572542147607,9.819929008522871e-14,-0.9451191510516717
21,311,,,,,,,,,796,642,0.551628,0.444906,-0.007589985754945798,-0.00743785090911975,-0.1691142930638904,0.024739988211559927,38,780,0.026334000000000003,0.54054,4.2863517469649664e-16,-0.008379202982134685,3.075526193353225e-13,-0.7987067601860967,672,718,0.465696,0.497574,1.028724419271592e-14,-0.020856436155331958,5.557037233324524e-12,-0.9432199910516539
22,321,,,,,,,,,796,642,0.551628,0.444906,-0.0188254514821819,-0.007213814657375472,1.26929249450719,0.7688381207817911,38,778,0.026334000000000003,0.539154,-1.1064410342444262e-16,-0.021051507299044012,-5.002928320277417e-15,0.7432460547585424,672,718,0.465696,0.497574,3.540611309582164e-15,-0.016225608019933748,-2.431755430214823e-13,0.7960500103556477
23,334,,,,,,,,,796,640,0.551628,0.44352,3.778148804534406e-15,-0.002082528391818162,1.4795252989497035e-12,1.7259597308648105,38,778,0.026334000000000003,0.539154,2.3613430028340037e-16,-0.0002237941690833232,4.256275944969343e-15,1.712741345532102,672,716,0.465696,0.496188,0.0,-0.00926213373230619,5.314268169754805e-13,2.8151208564445103
24,349,,,,,,,,,796,642,0.551628,0.444906,3.818153848427812e-15,-0.00785799492049117,-8.549711606550372e-13,-0.10887541359357067,38,778,0.026334000000000003,0.539154,-2.3863461552673825e-16,0.0314235490195892,-5.2947378103286514e-14,3.480268658140639,672,716,0.465696,0.496188,0.0,0.0012299008293978158,-7.979242587947788e-13,1.3794522179222646
