frame_no,time (ms),pos_pixel_x-darkorange,pos_pixel_y-darkorange,r_x-darkorange,r_y-darkorange,v_x-darkorange,v_y-darkorange,a_x-darkorange,a_y-darkorange,pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink,pos_pixel_x-yellowneon,pos_pixel_y-yellowneon,r_x-yellowneon,r_y-yellowneon,v_x-yellowneon,v_y-yellowneon,a_x-yellowneon,a_y-yellowneon
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42,712,732,0.493416,0.5072760000000001,,,,,588,566,0.407484,0.39223800000000003,,,,,60,774,0.041580000000000006,0.536382,,,,,,,,,,,,
4,72,712,732,0.493416,0.5072760000000001,3.5491946223222846e-15,1.7745973111611423e-15,-5.410653616283581e-13,-5.026089886430609e-13,588,566,0.407484,0.39223800000000003,0.022650837313833373,0.0,0.14341980356132536,-5.662815662720459e-13,60,774,0.041580000000000006,0.536382,2.2182466389514279e-16,0.0,-2.7389519689982447e-14,-4.5313460431669033e-13,,,,,,,,
5,89,712,732,0.493416,0.5072760000000001,3.037435054390374e-15,3.037435054390374e-15,-1.0968850418558269e-13,-1.749722112723309e-13,590,566,0.40887,0.39223800000000003,0.018091831956323412,1.518717527195187e-15,-0.2893373125695532,-1.2497130296829604e-13,60,774,0.041580000000000006,0.536382,1.8983969089939836e-16,3.037435054390374e-15,3.0292469992730933e-15,-4.498935057817152e-14,,,,,,,,
6,103,712,732,0.493416,0.5072760000000001,-2.4567206563708064e-15,-2.4567206563708064e-15,-5.0818075439429935e-14,-2.491957741167641e-13,590,566,0.40887,0.39223800000000003,0.0011079379409543752,-1.2283603281854032e-15,-0.8262421603639966,-2.0937023201867586e-13,60,774,0.041580000000000006,0.536382,0.0,2.4567206563708064e-15,-2.596934554117098e-15,-2.1503938804946486e-13,,,,,,,,
7,114,712,732,0.493416,0.5072760000000001,-2.8332527529127245e-15,0.0,1.918367213877703e-13,3.674204974115739e-13,590,566,0.40887,0.39223800000000003,0.005375585358188617,0.0,-1.0590573275259656,-5.139304861376081e-15,60,774,0.041580000000000006,0.536382,-1.7707829705704528e-16,2.8332527529127245e-15,-1.4611630729834975e-14,7.839878832267824e-14,,,,,,,,
8,134,712,732,0.493416,0.5072760000000001,-6.019370201269001e-15,-9.029055301903501e-15,-2.348211375769853e-13,-4.708788577731627e-13,590,566,0.40887,0.39223800000000003,-0.0029729132580125564,-6.019370201269001e-15,0.39927891071659605,-2.9189479417020005e-13,60,774,0.041580000000000006,0.536382,-3.7621063757931256e-16,-3.0096851006345004e-15,7.988411380446426e-15,-2.551340059690671e-14,,,,,,,,
9,150,712,732,0.493416,0.5072760000000001,0.0,5.958379894236514e-15,2.518782741310509e-13,3.086862113620836e-13,588,566,0.407484,0.39223800000000003,-0.014134686679509395,4.468784920677385e-15,-0.317047061061518,2.0087139021723906e-13,60,774,0.041580000000000006,0.536382,3.7239874338978213e-16,0.016710426820734224,-5.117149727880462e-15,0.9215451987761762,,,,,,,,
