frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink
172,1920,,,,,,,,,,,,,,,,
173,1927,,,,,,,,,,,,,,,,
174,1948,,,,,,,,,,,,,,,,
175,1957,,,,,,,,,,,,,,,,
176,1964,,,,,,,,,,,,,,,,
177,1977,,,,,,,,,,,,,,,,
178,1982,,,,,,,,,,,,,,,,
179,1993,,,,,,,,,,,,,,,,
180,2002,,,,,,,,,,,,,,,,
181,2017,,,,,,,,,,,,,,,,
182,2027,,,,,,,,,,,,,,,,
183,2034,,,,,,,,,,,,,,,,
184,2043,,,,,,,,,,,,,,,,
185,2054,,,,,,,,,,,,,,,,
186,2067,,,,,,,,,,,,,,,,
187,2078,,,,,,,,,,,,,,,,
188,2095,,,,,,,,,,,,,,,,
189,2101,,,,,,,,,,,,,,,,
190,2109,,,,,,,,,,,,,,,,
191,2123,,,,,,,,,,,,,,,,
192,2136,,,,,,,,,,,,,,,,
193,2147,,,,,,,,,,,,,,,,
194,2161,,,,,,,,,,,,,,,,
195,2164,,,,,,,,,,,,,,,,
196,2176,,,,,,,,,,,,,,,,
197,2192,,,,,,,,,,,,,,,,
198,2202,,,,,,,,,,,,,,,,
199,2212,,,,,,,,,,,,,,,,
200,2225,,,,,,,,,,,,,,,,
201,2238,,,,,,,,,,,,,,,,
202,2248,,,,,,,,,,,,,,,,
203,2253,,,,,,,,,,,,,,,,
204,2266,,,,,,,,,,,,,,,,
205,2275,,,,,,,,,,,,,,,,
206,2291,,,,,,,,,,,,,,,,
207,2300,,,,,,,,,,,,,,,,
208,2313,,,,,,,,,,,,,,,,
209,2320,,,,,,,,,,,,,,,,
210,2330,,,,,,,,,,,,,,,,
211,2341,,,,,,,,,,,,,,,,
212,2355,,,,,,,,,,,,,,,,
213,2362,,,,,,,,,,,,,,,,
214,2375,,,,,,,,,,,,,,,,
215,2387,,,,,,,,,,,,,,,,
216,2396,,,,,,,,,,,,,,,,
217,2411,,,,,,,,,,,,,,,,
218,2420,,,,,,,,,,,,,,,,
219,2433,,,,,,,,,,,,,,,,
220,2443,,,,,,,,,,,,,,,,
221,2456,,,,,,,,,,,,,,,,
222,2468,,,,,,,,,,,,,,,,
223,2477,,,,,,,,,1006,986,0.688104,0.674424,,,,
224,2487,,,,,,,,,1002,982,0.6853680000000001,0.6716880000000001,-0.4083070339025767,-0.18638618420750905,2.9132196363850045,1.442452236489833
225,2497,,,,,,,,,994,980,0.6798960000000001,0.67032,-0.3832385810079406,-0.1746661953722893,-0.8505574276987187,-1.0624453647333767
226,2509,,,,,,,,,988,978,0.6757920000000001,0.668952,-0.37534857286715523,-0.18209956422927312,1.594645834426769,-0.3441573541534396
227,2523,,,,,,,,,982,974,0.6716880000000001,0.666216,-0.3669161572300081,-0.1782395676904456,1.71532508365173,-0.6178632378968045
228,2532,,,,,,,,,974,970,0.666216,0.6634800000000001,-0.34331766449496764,-0.18273478499108825,1.0933084388949565,0.3391772287856997
229,2550,,,,,,,,,968,966,0.662112,0.660744,-0.35866306968447165,-0.1795323928436633,-0.6932175047772802,1.0275339864196262
230,2559,,,,,,,,,962,964,0.658008,0.6593760000000001,-0.37853816271729157,-0.18505397013373537,-2.447926770890481,-0.4394405612360836
231,2575,,,,,,,,,956,960,0.653904,0.65664,-0.3646363165686706,-0.18554747835995225,-1.1940279587590343,-0.9500076581847832
232,2582,,,,,,,,,948,958,0.648432,0.6552720000000001,-0.3968957152380153,-0.1953398706763845,0.06237414018077319,-0.970080649718146
233,2592,,,,,,,,,942,954,0.644328,0.652536,-0.4245297361130036,-0.21426368265174323,-2.926005930753338,-1.5272201703938504
234,2609,,,,,,,,,936,950,0.640224,0.6498,-0.44152006321756193,-0.2321003292651921,-0.19519390766167946,-0.9697411865470209
235,2613,,,,,,,,,930,948,0.63612,0.648432,-0.40289747693290795,-0.2722594246294051,0.20151816163579453,-5.0042021301819615
236,2622,,,,,,,,,922,944,0.630648,0.645696,-0.3860154473432551,-0.29652087977784225,3.8888783181058244,-5.186261456180244
237,2635,,,,,,,,,916,940,0.626544,0.6429600000000001,-0.3572942558340183,-0.37765186317760413,10.329657340046333,-6.48942793172154
238,2646,,,,,,,,,912,930,0.623808,0.63612,-0.2556841453740135,-0.3957724399309394,6.453485613389424,-1.5264219175947729
239,2659,,,,,,,,,908,924,0.6210720000000001,0.632016,-0.1694756450311996,-0.3857928254445458,5.094570655787552,2.3829009465940936
240,2666,,,,,,,,,906,916,0.619704,0.626544,-0.14382069549474757,-0.3986519454536451,4.135058518544512,5.0718666263953684
241,2682,,,,,,,,,904,910,0.618336,0.62244,-0.08540558650415414,-0.3383527290345064,3.243893311920029,2.191261053049145
242,2698,,,,,,,,,904,904,0.618336,0.618336,-0.08264347379609634,-0.2750318497403941,-0.5423866241648944,4.032146375927828
243,2705,,,,,,,,,902,900,0.6169680000000001,0.6156,-0.08801242640573605,-0.25131349466681985,-1.6746884235929662,1.772285856538515
244,2711,,,,,,,,,902,896,0.6169680000000001,0.6128640000000001,-0.09868430325501153,-0.254581839362017,-4.180638369506761,2.397969657390157
245,2734,,,,,,,,,898,892,0.614232,0.610128,-0.1494299044869427,-0.16745634938743884,-1.0162442616077263,5.02585388214125
246,2741,,,,,,,,,896,888,0.6128640000000001,0.607392,-0.16810672972975318,-0.15882822634221166,-2.027347480364728,2.3290286329359153
247,2747,,,,,,,,,892,886,0.610128,0.606024,-0.1990345228407665,-0.15399224623275637,-2.728220159969074,0.26855830133003794
248,2765,,,,,,,,,890,886,0.6087600000000001,0.606024,-0.21834889595988843,-0.15061328796426754,-0.2247596222714527,0.20963291686084604
249,2772,,,,,,,,,886,882,0.606024,0.603288,-0.2021774722093785,-0.12551363477396443,1.0136929578013096,0.0374745235127043
250,2778,,,,,,,,,882,880,0.603288,0.60192,-0.19328504857755258,-0.12367144512078199,-0.15773229447552609,0.1520210712509849
251,2791,,,,,,,,,880,878,0.60192,0.6005520000000001,-0.21239438794562043,-0.14393328101510547,2.2722148370787276,2.444896638201967
252,2809,,,,,,,,,876,876,0.599184,0.599184,-0.19601177928753605,-0.11879591355459285,-1.0585948896072255,-0.5592865513490707
253,2819,,,,,,,,,872,874,0.596448,0.597816,-0.16914509153007556,-0.10838668930096873,0.2683263121304522,-0.09574848080707635
254,2828,,,,,,,,,870,872,0.59508,0.596448,-0.17818899284591036,-0.10982215535290552,0.8805208577547501,0.13749774959628408
255,2838,,,,,,,,,866,870,0.592344,0.59508,-0.18726236268657317,-0.11916379825312098,-0.07076515471003803,0.416211106705083
256,2857,,,,,,,,,864,868,0.5909760000000001,0.593712,-0.2226596956851845,-0.1362268002831398,-3.5947427204318334,-1.561879197094572
257,2868,,,,,,,,,860,866,0.58824,0.592344,-0.19995811110958397,-0.1209489207644816,-0.6522850681205214,-0.26045156386383844
258,2874,,,,,,,,,856,864,0.585504,0.5909760000000001,-0.20182790053948013,-0.12051023510407857,-0.9575903288212676,-0.08730942914557059
259,2878,,,,,,,,,854,862,0.584136,0.589608,-0.24849959413642553,-0.13743440882659544,3.5377001916744586,0.02110722178768976
260,2899,,,,,,,,,850,860,0.5814,0.58824,-0.19445666298006986,-0.1403782658275922,0.9268663969464772,-1.2212818409492814
261,2909,,,,,,,,,846,858,0.5786640000000001,0.5868720000000001,-0.17804322037585288,-0.13914547543219108,-0.16446847623616148,-1.226346408771367
262,2922,,,,,,,,,844,854,0.577296,0.584136,-0.19275491657558794,-0.1479188730877481,-1.1993622102513166,-1.305534120395087
263,2931,,,,,,,,,840,852,0.5745600000000001,0.5827680000000001,-0.206747102645429,-0.15182976139849322,-1.2453706474128792,1.194276546423449
264,2943,,,,,,,,,838,850,0.573192,0.5814,-0.20871060393716268,-0.14354121732255076,-1.3116085349952553,1.1456177639233918
265,2951,,,,,,,,,834,848,0.5704560000000001,0.580032,-0.21680700399695363,-0.1321255203094469,0.5203592923921857,0.38017159649098714
266,2963,,,,,,,,,830,846,0.56772,0.5786640000000001,-0.20129880164973482,-0.12131505771079616,1.1119963361210214,1.097651853205331
267,2972,,,,,,,,,828,844,0.5663520000000001,0.577296,-0.204399533789773,-0.11969470601016687,2.046370126899498,0.9034969687313101
268,2985,,,,,,,,,824,842,0.563616,0.575928,-0.19359581859916963,-0.11724314305686567,-0.7178177832987291,-0.4100825806744902
269,3004,,,,,,,,,820,840,0.56088,0.5745600000000001,-0.21908033560002857,-0.12600558672665824,-2.029845221596399,-0.7457419698132629
270,3010,,,,,,,,,818,838,0.559512,0.573192,-0.2255299942958992,-0.1358512604582227,-1.8944692613726488,-1.5755396945332039
271,3016,,,,,,,,,814,836,0.556776,0.571824,-0.21269855175235203,-0.13928763627063015,0.2144474280193296,-1.1122333936899287
272,3030,,,,,,,,,810,834,0.55404,0.5704560000000001,-0.23192063890694567,-0.16047985032139303,1.99439343231916,0.0027945995586185464
273,3036,,,,,,,,,808,832,0.552672,0.569088,,,,
274,3054,,,,,,,,,804,828,0.549936,0.5663520000000001,,,,
275,3061,,,,,,,,,800,826,0.5472,0.564984,,,,
276,3079,,,,,,,,,798,824,0.545832,0.563616,,,,
277,3086,,,,,,,,,794,822,0.543096,0.5622480000000001,,,,
278,3095,,,,,,,,,790,820,0.5403600000000001,0.56088,,,,
279,3101,,,,,,,,,788,818,0.538992,0.559512,,,,
280,3120,,,,,,,,,,,,,,,,
281,3128,,,,,,,,,,,,,,,,
