frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink
0,0,,,,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,,,
2,23,,,,,,,,,,,,,,,,
3,36,,,,,,,,,,,,,,,,
4,50,,,,,,,,,,,,,,,,
5,76,,,,,,,,,,,,,,,,
6,85,,,,,,,,,,,,,,,,
7,104,,,,,,,,,,,,,,,,
8,114,,,,,,,,,,,,,,,,
9,130,,,,,,,,,,,,,,,,
10,143,,,,,,,,,,,,,,,,
11,157,,,,,,,,,,,,,,,,
12,165,,,,,,,,,,,,,,,,
13,175,,,,,,,,,,,,,,,,
14,192,,,,,,,,,,,,,,,,
15,199,,,,,,,,,,,,,,,,
16,210,,,,,,,,,,,,,,,,
17,224,,,,,,,,,,,,,,,,
18,227,,,,,,,,,,,,,,,,
19,239,,,,,,,,,,,,,,,,
20,255,,,,,,,,,,,,,,,,
21,258,,,,,,,,,,,,,,,,
22,279,,,,,,,,,,,,,,,,
23,284,,,,,,,,,,,,,,,,
24,304,,,,,,,,,,,,,,,,
25,317,,,,,,,,,,,,,,,,
26,322,,,,,,,,,,,,,,,,
27,325,,,,,,,,,,,,,,,,
28,337,,,,,,,,,,,,,,,,
29,351,,,,,,,,,,,,,,,,
30,360,,,,,,,,,,,,,,,,
31,371,,,,,,,,,,,,,,,,
32,384,,,,,,,,,,,,,,,,
33,388,,,,,,,,,,,,,,,,
34,396,,,,,,,,,,,,,,,,
35,403,,,,,,,,,,,,,,,,
36,412,,,,,,,,,,,,,,,,
37,420,,,,,,,,,,,,,,,,
38,438,,,,,,,,,,,,,,,,
39,441,,,,,,,,,,,,,,,,
40,452,,,,,,,,,,,,,,,,
41,461,,,,,,,,,,,,,,,,
42,464,,,,,,,,,,,,,,,,
43,472,,,,,,,,,,,,,,,,
44,479,,,,,,,,,,,,,,,,
45,484,,,,,,,,,,,,,,,,
46,501,,,,,,,,,,,,,,,,
47,507,,,,,,,,,,,,,,,,
48,521,,,,,,,,,,,,,,,,
49,540,,,,,,,,,,,,,,,,
50,548,,,,,,,,,,,,,,,,
51,556,,,,,,,,,,,,,,,,
52,566,,,,,,,,,,,,,,,,
53,580,,,,,,,,,,,,,,,,
54,590,,,,,,,,,,,,,,,,
55,602,,,,,,,,,,,,,,,,
56,611,,,,,,,,,,,,,,,,
57,629,,,,,,,,,,,,,,,,
58,635,,,,,,,,,,,,,,,,
59,647,,,,,,,,,,,,,,,,
60,656,,,,,,,,,,,,,,,,
61,663,,,,,,,,,,,,,,,,
62,674,,,,,,,,,,,,,,,,
63,683,,,,,,,,,,,,,,,,
64,692,,,,,,,,,,,,,,,,
65,702,,,,,,,,,,,,,,,,
66,711,,,,,,,,,,,,,,,,
67,726,,,,,,,,,,,,,,,,
68,733,,,,,,,,,,,,,,,,
69,740,,,,,,,,,,,,,,,,
70,758,,,,,,,,,,,,,,,,
71,764,,,,,,,,,,,,,,,,
72,774,,,,,,,,,,,,,,,,
73,788,,,,,,,,,,,,,,,,
74,802,,,,,,,,,,,,,,,,
75,807,,,,,,,,,,,,,,,,
76,822,,,,,,,,,,,,,,,,
77,834,,,,,,,,,,,,,,,,
78,846,,,,,,,,,,,,,,,,
79,854,,,,,,,,,,,,,,,,
80,867,,,,,,,,,,,,,,,,
81,876,,,,,,,,,,,,,,,,
82,889,,,,,,,,,,,,,,,,
83,897,,,,,,,,,,,,,,,,
84,908,,,,,,,,,,,,,,,,
85,918,,,,,,,,,,,,,,,,
86,928,,,,,,,,,,,,,,,,
87,943,,,,,,,,,,,,,,,,
88,952,,,,,,,,,,,,,,,,
89,970,,,,,,,,,,,,,,,,
90,979,,,,,,,,,,,,,,,,
91,994,,,,,,,,,,,,,,,,
