frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink
0,0,,,,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,,,
2,23,,,,,,,,,,,,,,,,
3,34,,,,,,,,,,,,,,,,
4,62,,,,,,,,,,,,,,,,
5,70,,,,,,,,,,,,,,,,
6,89,,,,,,,,,,,,,,,,
7,94,,,,,,,,,,,,,,,,
8,119,,,,,,,,,,,,,,,,
9,125,,,,,,,,,,,,,,,,
10,141,,,,,,,,,,,,,,,,
11,151,,,,,,,,,,,,,,,,
12,159,,,,,,,,,,,,,,,,
13,165,,,,,,,,,,,,,,,,
14,184,,,,,,,,,,,,,,,,
15,195,,,,,,,,,,,,,,,,
16,202,,,,,,,,,,,,,,,,
17,224,,,,,,,,,,,,,,,,
18,236,,,,,,,,,,,,,,,,
19,245,,,,,,,,,,,,,,,,
20,255,,,,,,,,,,,,,,,,
21,260,,,,,,,,,,,,,,,,
22,277,,,,,,,,,,,,,,,,
23,290,,,,,,,,,,,,,,,,
24,296,,,,,,,,,,,,,,,,
25,303,,,,,,,,,,,,,,,,
26,310,,,,,,,,,,,,,,,,
27,313,,,,,,,,,,,,,,,,
28,320,,,,,,,,,,,,,,,,
29,335,,,,,,,,,,,,,,,,
30,345,,,,,,,,,,,,,,,,
31,354,,,,,,,,,,,,,,,,
32,373,,,,,,,,,,,,,,,,
33,379,,,,,,,,,,,,,,,,
34,384,,,,,,,,,,,,,,,,
35,396,,,,,,,,,,,,,,,,
36,402,,,,,,,,,,,,,,,,
37,419,,,,,,,,,,,,,,,,
38,433,,,,,,,,,,,,,,,,
39,444,,,,,,,,,,,,,,,,
40,457,,,,,,,,,,,,,,,,
41,466,,,,,,,,,,,,,,,,
42,479,,,,,,,,,,,,,,,,
43,492,,,,,,,,,,,,,,,,
44,503,,,,,,,,,,,,,,,,
45,509,,,,,,,,,,,,,,,,
46,526,,,,,,,,,,,,,,,,
47,539,,,,,,,,,,,,,,,,
48,545,,,,,,,,,,,,,,,,
49,558,,,,,,,,,,,,,,,,
50,565,,,,,,,,,,,,,,,,
51,578,,,,,,,,,,,,,,,,
52,589,,,,,,,,,,,,,,,,
53,600,,,,,,,,,,,,,,,,
54,608,,,,,,,,,,,,,,,,
55,626,,,,,,,,,,,,,,,,
56,633,,,,,,,,,,,,,,,,
57,649,,,,,,,,,,,,,,,,
58,656,,,,,,,,,,,,,,,,
59,669,,,,,,,,,,,,,,,,
60,678,,,,,,,,,,,,,,,,
61,691,,,,,,,,,,,,,,,,
62,702,,,,,,,,,,,,,,,,
63,708,,,,,,,,,,,,,,,,
64,720,,,,,,,,,,,,,,,,
65,732,,,,,,,,,,,,,,,,
66,741,,,,,,,,,,,,,,,,
67,755,,,,,,,,,,,,,,,,
68,764,,,,,,,,,,,,,,,,
69,777,,,,,,,,,,,,,,,,
70,786,,,,,,,,,,,,,,,,
71,799,,,,,,,,,,,,,,,,
72,808,,,,,,,,,,,,,,,,
73,820,,,,,,,,,,,,,,,,
74,839,,,,,,,,,,,,,,,,
75,850,,,,,,,,,,,,,,,,
76,858,,,,,,,,,,,,,,,,
77,863,,,,,,,,,,,,,,,,
78,879,,,,,,,,,,,,,,,,
79,888,,,,,,,,,,,,,,,,
80,900,,,,,,,,,,,,,,,,
81,913,,,,,,,,,,,,,,,,
82,924,,,,,,,,,,,,,,,,
83,931,,,,,,,,,,,,,,,,
84,950,,,,,,,,,,,,,,,,
85,957,,,,,,,,,,,,,,,,
86,964,,,,,,,,,,,,,,,,
87,979,,,,,,,,,,,,,,,,
88,995,,,,,,,,,,,,,,,,
89,1003,,,,,,,,,,,,,,,,
90,1012,,,,,,,,,,,,,,,,
91,1026,,,,,,,,,,,,,,,,
