frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink
166,1892,254,24,0.173736,0.016416,0.6197390571239324,0.8330895464712289,-4.836198784078918,-5.557729149899349,550,892,0.37620000000000003,0.610128,0.1198955959170327,-0.7086632436375099,-0.3107846967959476,3.085122718667979
167,1903,266,38,0.18194400000000002,0.025992,0.5656464264269214,0.7713748201284191,-1.9891507770923862,-3.712504845872468,552,880,0.377568,0.60192,0.10633038454596241,-0.6789113892124892,-1.308865887742254,2.3693243929781276
168,1916,274,50,0.187416,0.0342,0.5584297481534318,0.7520196475446911,0.2593300666840159,-0.22592985556017342,554,868,0.378936,0.593712,0.09828386633086302,-0.6817674062639951,-1.6403277745555602,2.236474869389013
169,1929,284,64,0.194256,0.043776,0.5867192083903829,0.788457588752593,2.8335302262495796,4.4813707134727006,556,858,0.38030400000000003,0.5868720000000001,0.09171209914881888,-0.6899642183419683,-0.18265639897694808,-3.7630950899100166
170,1941,294,76,0.20109600000000002,0.051984,0.5700470688370458,0.7783362676644981,1.5925717714934076,2.181743314236512,556,846,0.38030400000000003,0.5786640000000001,0.09213442856261003,-0.6778748059127744,0.484038622816833,-1.6621829557349492
171,1951,304,90,0.207936,0.061560000000000004,0.591025100064993,0.7936421196800209,-0.42675510967421065,-0.5316255395666746,558,834,0.381672,0.5704560000000001,0.09657882988942157,-0.6957335425286307,1.0758423387360312,-0.6967866444545896
172,1960,314,104,0.21477600000000002,0.071136,0.6040916636157422,0.824129957871095,-0.8907229003129498,0.5795936451883892,560,822,0.38304000000000005,0.5622480000000001,0.10622405078989133,-0.7365763225745344,1.5751308021326744,-0.46328071793496206
173,1976,324,118,0.221616,0.080712,0.590623522300647,0.8168033177958793,-1.0564277417675707,-1.6476594242405354,562,810,0.384408,0.55404,0.1230636547581885,-0.7383819285491235,0.05195216717945255,-0.31171300307191785
174,1986,334,130,0.22845600000000002,0.08892,0.6156931996743958,0.84879427706999,3.087809326699028,4.131593519598605,564,798,0.385776,0.545832,0.1290141245536374,-0.7740847473218824,0.7842455969922806,-4.705473581954503
175,1994,342,144,0.23392800000000002,0.098496,0.6281813054091616,0.8665309874014208,4.51384655627433,6.323649399235341,566,786,0.38714400000000004,0.537624,0.131090130757078,-0.7865407845424601,0.8670926704172475,-5.202556022499306
176,2007,352,156,0.240768,0.10670400000000001,0.6152793994325301,0.8568894980656163,-4.808168815860906,-5.954535826322877,568,774,0.388512,0.529416,0.13057917072264336,-0.7834750243358721,-0.9582723308611001,5.749633985164975
177,2014,362,170,0.24760800000000002,0.11628000000000001,0.6077116029372057,0.8549026396698322,-3.423500612278842,-4.5083543332720994,570,762,0.38988,0.521208,0.12882681389190265,-0.7729608833514506,-0.6719033195533598,4.031419917320736
178,2025,372,184,0.254448,0.125856,0.5955514006735549,0.8175458037187767,-0.6838769718434006,-0.5262090665191795,572,750,0.39124800000000004,0.513,0.11412855695932551,-0.7359883573849756,-1.3832847834301447,1.4040663043783732
179,2041,380,196,0.25992000000000004,0.13406400000000002,0.5747789098549776,0.791445614282188,-1.195122271234371,-3.1371040307294638,574,738,0.392616,0.504792,0.09664840814507852,-0.6967398895557384,-1.550813754671097,3.506653778795451
180,2049,390,210,0.26676,0.14364000000000002,0.5878263545486472,0.7909950177475683,3.8586904952160648,3.041524179565343,576,726,0.393984,0.496584,0.09506651175865105,-0.7036756939310184,-0.2158131398570896,-2.374511854617808
181,2059,400,222,0.2736,0.151848,0.571097240935461,0.7623197386351365,-0.5872734033303847,-1.6296704760556777,576,716,0.393984,0.489744,0.09172776131296634,-0.6790693282033267,0.11920442889494631,1.588100235033735
182,2074,410,236,0.28044,0.161424,0.5941016005799569,0.7731272790191656,-3.5431822022480093,-4.967246845478409,578,704,0.39535200000000004,0.481536,0.09788118275236472,-0.6919827833323161,0.7760810946391659,2.7671011076114396
183,2080,420,248,0.28728000000000004,0.169632,0.5700525504189712,0.7504000331014969,-0.9185458958611377,0.8740954578633804,580,692,0.39672,0.473328,0.0989578790101591,-0.6767904631441989,1.2930863959595713,-1.597625197642031
184,2099,430,262,0.29412,0.179208,0.534224359817476,0.7226944056927492,-1.4911807874653213,-1.2441339376331984,582,680,0.398088,0.46512000000000003,0.11132874144166982,-0.6835764795690399,-0.10722322157369668,-0.47687171840651876
185,2107,440,274,0.30096,0.187416,0.5617247998340188,0.7636234229271379,0.9492978913815568,2.2920075042602437,584,668,0.39945600000000003,0.45691200000000004,0.11744523630070823,-0.7266598353688478,0.3278834715695901,-3.5130416639995183
186,2118,448,288,0.30643200000000004,0.196992,0.5886640149857597,0.7974334446086689,5.527350578383718,6.482420957866191,586,656,0.400824,0.44870400000000005,0.12291127400535684,-0.7660111034774277,1.100934622396981,-7.537189400731943
187,2134,458,300,0.313272,0.20520000000000002,0.6662665662881916,0.8889341222761706,4.504900071075706,4.324014165519937,588,642,0.40219200000000005,0.439128,0.136331872808429,-0.8445949338738875,0.5756774316766027,-2.882724960961614
188,2139,468,314,0.320112,0.21477600000000002,0.6364050822108167,0.8644494608426072,3.0931738895451426,3.6002017335386687,590,630,0.40356000000000003,0.43092,0.13313873223660946,-0.8227478447231779,0.6366946484907811,-2.466228180783413
189,2149,478,326,0.326952,0.22298400000000002,0.6523998843625919,0.8766065416110332,-1.0489923909590522,1.1746492542281102,592,618,0.404928,0.42271200000000003,0.13509116126898812,-0.8276292440839507,0.0694402365185838,1.1821590734282057
190,2159,488,340,0.33379200000000003,0.23256000000000002,0.6620905178391757,0.8994795939197997,-7.240244114875443,-9.906275310935099,594,606,0.40629600000000005,0.41450400000000004,0.13018462703947206,-0.8287285380746677,-3.063274330376487,8.628954656831993
191,2170,496,352,0.339264,0.240768,0.6034854642204178,0.8197917422732572,-0.49157021950807106,-1.041848558280428,596,594,0.407664,0.40629600000000005,0.10482395098640047,-0.7575454722345041,-1.8110582319962651,1.3929947128761286
192,2181,506,366,0.346104,0.250344,0.5513756498925557,0.7611495685186027,-4.733580006741084,-6.6731837004207,598,582,0.409032,0.398088,0.0928670390792614,-0.7014412772807535,-0.9886842260546039,5.70551680575269
