frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink
38,448,,,,,,,,,,,,,,,,
39,458,,,,,,,,,,,,,,,,
40,462,,,,,,,,,,,,,,,,
41,478,,,,,,,,,,,,,,,,
42,491,,,,,,,,,,,,,,,,
43,495,,,,,,,,,,,,,,,,
44,512,,,,,,,,,,,,,,,,
45,523,,,,,,,,,,,,,,,,
46,528,,,,,,,,,,,,,,,,
47,543,,,,,,,,,,,,,,,,
48,550,,,,,,,,,,,,,,,,
49,562,,,,,,,,,,,,,,,,
50,567,,,,,,,,,,,,,,,,
51,581,,,,,,,,,,,,,,,,
52,587,518,48,0.354312,0.032832,,,,,,,,,,,,
53,593,518,46,0.354312,0.031464,-0.08718711671278989,-0.22249963932267802,3.561785941259437,4.8043568638478344,,,,,,,,
54,605,516,44,0.35294400000000004,0.030096,-0.061060086416898605,-0.1886136133350234,-0.22976713690912381,-0.6193127907359298,,,,,,,,
55,610,516,40,0.35294400000000004,0.027360000000000002,-0.057064066430619606,-0.18218578185171241,0.7500926610758049,1.1946491133358836,,,,,,,,
56,621,516,40,0.35294400000000004,0.027360000000000002,-0.06196091038987265,-0.1704510176120353,-0.13222841438910887,1.0857702121612534,,,,,,,,
57,627,514,36,0.351576,0.024624,-0.05463313439295018,-0.173264647350495,-1.4513383819144638,0.7980995568998853,,,,,,,,
58,642,514,34,0.351576,0.023256000000000002,-0.05421826313887162,-0.16067117365615666,0.6935884955357016,-1.0483998050481722,,,,,,,,
59,650,512,32,0.350208,0.021888,-0.06253731543631966,-0.16091032521669485,0.3104903540541907,1.1980302268658174,,,,,,,,
60,655,512,30,0.350208,0.02052,-0.05569435426637548,-0.155312538539917,-0.8217979323895049,-1.5666153141003452,,,,,,,,
61,666,512,28,0.350208,0.019152000000000002,-0.05454653683220652,-0.17108110087405304,1.576905234284779,-0.0818888449074238,,,,,,,,
62,676,510,26,0.34884000000000004,0.017784,-0.059286590444078434,-0.16875908055451833,-1.594282240142146,-0.25807788685960803,,,,,,,,
63,680,510,24,0.34884000000000004,0.016416,-0.06127866217561126,-0.16945142122123966,-0.5782283353880132,-1.2952170530359342,,,,,,,,
64,689,510,22,0.34884000000000004,0.015048,-0.07668862436199954,-0.177336784140583,-0.8665808319573438,0.19630711146446816,,,,,,,,
65,698,508,20,0.347472,0.013680000000000001,-0.06675153367703543,-0.17062072628617528,-0.3924295347167932,1.632224024794081,,,,,,,,
66,704,508,18,0.347472,0.012312,-0.06508214337588235,-0.14508988458997915,1.786466641367886,3.256643692655479,,,,,,,,
67,713,506,16,0.346104,0.010944,-0.05973875400901985,-0.1282296916346931,2.770654558549188,3.0371886040305958,,,,,,,,
68,724,506,14,0.346104,0.009576000000000001,-0.036420473754182,-0.10353370959031136,0.35370566212785176,1.4001603301093755,,,,,,,,
69,737,506,14,0.346104,0.009576000000000001,-0.03176873388715297,-0.08509482291201466,0.0938369949551945,0.2513490936280576,,,,,,,,
70,751,506,12,0.346104,0.008208,-0.06182894308552844,-0.10274801828538604,-2.811665310420401,-1.7093724570389155,,,,,,,,
71,760,504,10,0.34473600000000004,0.006840000000000001,,,,,,,,,,,,
72,777,,,,,,,,,,,,,,,,
73,785,,,,,,,,,,,,,,,,
74,793,,,,,,,,,,,,,,,,
75,804,,,,,,,,,,,,,,,,
76,820,,,,,,,,,,,,,,,,
77,827,,,,,,,,,,,,,,,,
78,840,,,,,,,,,,,,,,,,
79,852,,,,,,,,,,,,,,,,
80,860,,,,,,,,,,,,,,,,
81,866,,,,,,,,,,,,,,,,
82,877,,,,,,,,,,,,,,,,
83,891,,,,,,,,,,,,,,,,
84,902,,,,,,,,,,,,,,,,
85,913,,,,,,,,,,,,,,,,
86,924,,,,,,,,,,,,,,,,
87,930,,,,,,,,,,,,,,,,
88,940,,,,,,,,,,,,,,,,
89,949,,,,,,,,,,,,,,,,
90,961,,,,,,,,,,,,,,,,
91,974,,,,,,,,,,,,,,,,
92,994,,,,,,,,,,,,,,,,
93,998,,,,,,,,,,,,,,,,
94,1010,,,,,,,,,,,,,,,,
95,1016,,,,,,,,,,,,,,,,
96,1029,,,,,,,,,,,,,,,,
97,1038,,,,,,,,,,,,,,,,
98,1051,,,,,,,,,,,,,,,,
99,1062,,,,,,,,,,,,,,,,
100,1075,,,,,,,,,,,,,,,,
101,1088,,,,,,,,,,,,,,,,
102,1093,,,,,,,,,,,,,,,,
103,1102,,,,,,,,,,,,,,,,
104,1115,,,,,,,,,,,,,,,,
105,1126,,,,,,,,,,,,,,,,
106,1139,,,,,,,,,,,,,,,,
107,1154,,,,,,,,,,,,,,,,
108,1158,,,,,,,,,,,,,,,,
109,1171,,,,,,,,,,,,,,,,
110,1182,,,,,,,,,,,,,,,,
111,1192,,,,,,,,,,,,,,,,
112,1203,,,,,,,,,,,,,,,,
113,1214,,,,,,,,,,,,,,,,
114,1225,,,,,,,,,,,,,,,,
115,1240,,,,,,,,,,,,,,,,
116,1249,,,,,,,,,,,,,,,,
117,1260,,,,,,,,,,,,,,,,
118,1272,,,,,,,,,,,,,,,,
119,1284,,,,,,,,,,,,,,,,
120,1293,,,,,,,,,,,,,,,,
121,1303,,,,,,,,,,,,,,,,
122,1314,,,,,,,,,,,,,,,,
123,1328,,,,,,,,,,,,,,,,
124,1340,,,,,,,,,,,,,,,,
125,1349,,,,,,,,,,,,,,,,
126,1360,,,,,,,,,,,,,,,,
127,1371,,,,,,,,,,,,,,,,
128,1383,,,,,,,,,,,,,,,,
129,1393,,,,,,,,,,,,,,,,
130,1402,,,,,,,,,,,,,,,,
131,1422,,,,,,,,,,,,,,,,
132,1426,,,,,,,,,,,,,,,,
133,1439,,,,,,,,,,,,,,,,
134,1450,,,,,,,,,,,,,,,,
135,1465,,,,,,,,,,,,,,,,
136,1474,,,,,,,,,,,,,,,,
137,1493,,,,,,,,,,,,,,,,
138,1497,,,,,,,,,,,,,,,,
139,1509,,,,,,,,,,,,,,,,
140,1517,,,,,,,,,,,,,,,,
141,1532,,,,,,,,,,,,,,,,
142,1537,,,,,,,,,,,,,,,,
143,1555,,,,,,,,,,,,,,,,
144,1568,,,,,,,,,,,,,,,,
145,1576,,,,,,,,,,,,,,,,
146,1583,,,,,,,,,,,,,,,,
147,1597,,,,,,,,,,,,,,,,
148,1607,,,,,,,,,,,,,,,,
149,1617,,,,,,,,,,,,,,,,
150,1629,,,,,,,,,,,,,,,,
151,1637,,,,,,,,,,,,,,,,
152,1654,,,,,,,,,,,,,,,,
153,1663,,,,,,,,,,,,,,,,
154,1671,,,,,,,,,,,,,,,,
155,1685,,,,,,,,,,,,,,,,
156,1695,,,,,,,,,,,,,,,,
157,1704,,,,,,,,,,,,,,,,
158,1719,,,,,,,,,,,,,,,,
159,1725,,,,,,,,,,,,,,,,
160,1736,,,,,,,,,,,,,,,,
161,1749,,,,,,,,,,,,,,,,
162,1761,,,,,,,,,,,,,,,,
163,1770,,,,,,,,,,,,,,,,
164,1785,,,,,,,,,,,,,,,,
165,1795,,,,,,,,,,,,,,,,
166,1806,,,,,,,,,,,,,,,,
167,1816,,,,,,,,,,,,,,,,
168,1825,,,,,,,,,,,,,,,,
169,1836,,,,,,,,,,,,,,,,
170,1853,,,,,,,,,,,,,,,,
171,1861,,,,,,,,,,,,,,,,
172,1871,,,,,,,,,,,,,,,,
173,1884,,,,,,,,,,,,,,,,
174,1892,,,,,,,,,,,,,,,,
175,1906,,,,,,,,,,,,,,,,
176,1917,,,,,,,,,,,,,,,,
177,1925,,,,,,,,,,,,,,,,
178,1940,,,,,,,,,,,,,,,,
179,1948,,,,,,,,,,,,,,,,
180,1960,,,,,,,,,,,,,,,,
181,1969,,,,,,,,,,,,,,,,
182,1980,,,,,,,,,,,,,,,,
183,1991,,,,,,,,,,,,,,,,
184,2004,,,,,,,,,,,,,,,,
185,2015,,,,,,,,,,,,,,,,
186,2029,,,,,,,,,,,,,,,,
187,2038,,,,,,,,,,,,,,,,
188,2052,,,,,,,,,,,,,,,,
189,2063,,,,,,,,,,,,,,,,
190,2070,,,,,,,,,,,,,,,,
191,2084,,,,,,,,,,,,,,,,
192,2095,,,,,,,,,,,,,,,,
193,2106,,,,,,,,,,,,,,,,
194,2116,,,,,,,,,,,,,,,,
195,2125,,,,,,,,,,,,,,,,
196,2140,,,,,,,,,,,,,,,,
197,2148,,,,,,,,,,,,,,,,
198,2159,,,,,,,,,,,,,,,,
199,2170,,,,,,,,,,,,,,,,
200,2182,,,,,,,,,,,,,,,,
201,2193,,,,,,,,,,,,,,,,
202,2203,,,,,,,,,,,,,,,,
203,2220,,,,,,,,,,,,,,,,
204,2226,,,,,,,,,,,,,,,,
205,2240,,,,,,,,,,,,,,,,
206,2247,,,,,,,,,,,,,,,,
207,2260,,,,,,,,,,,,,,,,
208,2275,,,,,,,,,,,,,,,,
209,2281,,,,,,,,,,,,,,,,
210,2295,,,,,,,,,,,,,,,,
211,2305,,,,,,,,,,,,,,,,
212,2315,,,,,,,,,,,,,,,,
213,2328,,,,,,,,,,,,,,,,
214,2337,,,,,,,,,,,,,,,,
215,2349,,,,,,,,,,,,,,,,
216,2358,,,,,,,,,,,,,,,,
217,2369,,,,,,,,,,,,,,,,
218,2382,,,,,,,,,,,,,,,,
219,2399,,,,,,,,,,,,,,,,
220,2412,,,,,,,,,,,,,,,,
221,2419,,,,,,,,,,,,,,,,
222,2426,,,,,,,,,,,,,,,,
223,2436,,,,,,,,,,,,,,,,
224,2450,,,,,,,,,,,,,,,,
225,2466,,,,,,,,,,,,,,,,
226,2475,,,,,,,,,,,,,,,,
227,2486,,,,,,,,,,,,,,,,
228,2498,,,,,,,,,,,,,,,,
229,2506,,,,,,,,,,,,,,,,
230,2513,,,,,,,,,,,,,,,,
231,2530,,,,,,,,,,,,,,,,
232,2540,,,,,,,,,,,,,,,,
233,2550,,,,,,,,,,,,,,,,
234,2564,,,,,,,,,,,,,,,,
235,2572,,,,,,,,,,,,,,,,
236,2581,,,,,,,,,,,,,,,,
237,2594,,,,,,,,,,,,,,,,
238,2605,,,,,,,,,,,,,,,,
239,2615,,,,,,,,,,,,,,,,
240,2640,,,,,,,,,,,,,,,,
241,2651,,,,,,,,,,,,,,,,
242,2655,,,,,,,,,,,,,,,,
243,2660,,,,,,,,,,,,,,,,
244,2675,,,,,,,,,,,,,,,,
245,2692,,,,,,,,,,,,,,,,
246,2704,,,,,,,,,,,,,,,,
247,2708,,,,,,,,,,,,,,,,
248,2717,,,,,,,,,,,,,,,,
249,2727,,,,,,,,,,,,,,,,
250,2746,,,,,,,,,,,,,,,,
251,2755,,,,,,,,,,,,,,,,
252,2764,,,,,,,,,,,,,,,,
253,2770,,,,,,,,,,,,,,,,
254,2786,,,,,,,,,,,,,,,,
255,2796,,,,,,,,,,,,,,,,
256,2806,,,,,,,,,,,,,,,,
257,2814,,,,,,,,,,,,,,,,
258,2830,,,,,,,,,,,,,,,,
259,2837,,,,,,,,,,,,,,,,
260,2849,,,,,,,,,,,,,,,,
261,2862,,,,,,,,,,,,,,,,
262,2871,,,,,,,,,,,,,,,,
263,2887,,,,,,,,,,,,,,,,
264,2894,,,,,,,,,,,,,,,,
265,2907,,,,,,,,,,,,,,,,
266,2916,,,,,,,,,,,,,,,,
267,2928,,,,,,,,,,,,,,,,
268,2940,,,,,,,,,,,,,,,,
269,2956,,,,,,,,,,,,,,,,
270,2960,,,,,,,,,,,,,,,,
271,2975,,,,,,,,,,,,,,,,
272,2987,,,,,,,,,,,,,,,,
273,2998,,,,,,,,,,,,,,,,
274,3006,,,,,,,,,,,,,,,,
275,3023,,,,,,,,,,,,,,,,
276,3026,,,,,,,,,,,,,,,,
277,3037,,,,,,,,,,,,,,,,
278,3048,,,,,,,,,,,,,,,,
279,3063,,,,,,,,,,,,,,,,
280,3069,,,,,,,,,,,,,,,,
281,3087,,,,,,,,,,,,,,,,
282,3095,,,,,,,,,,,,,,,,
283,3105,,,,,,,,,,,,,,,,
284,3115,,,,,,,,,,,,,,,,
285,3128,,,,,,,,,,,,,,,,
286,3137,,,,,,,,,,,,,,,,
287,3149,,,,,,,,,,,,,,,,
288,3158,,,,,,,,,,,,,,,,
289,3172,,,,,,,,,,,,,,,,
290,3181,,,,,,,,,,,,,,,,
291,3193,,,,,,,,,,,,,,,,
292,3204,,,,,,,,,,,,,,,,
293,3216,,,,,,,,,,,,,,,,
294,3227,,,,,,,,,,,,,,,,
295,3236,,,,,,,,,,,,,,,,
296,3251,,,,,,,,,,,,,,,,
297,3267,,,,,,,,,,,,,,,,
298,3272,,,,,,,,,,,,,,,,
299,3282,,,,,,,,,,,,,,,,
300,3293,,,,,,,,,,,,,,,,
301,3302,,,,,,,,,,,,,,,,
302,3314,,,,,,,,,,,,,,,,
303,3325,,,,,,,,,,,,,,,,
304,3335,,,,,,,,,,,,,,,,
305,3350,,,,,,,,,,,,,,,,
306,3359,,,,,,,,,,,,,,,,
307,3369,,,,,,,,,,,,,,,,
308,3380,,,,,,,,,,,,,,,,
309,3391,,,,,,,,,,,,,,,,
310,3403,,,,,,,,,,,,,,,,
311,3414,,,,,,,,,,,,,,,,
312,3427,,,,,,,,,,,,,,,,
313,3436,,,,,,,,,,,,,,,,
314,3451,,,,,,,,,,,,,,,,
315,3460,,,,,,,,,,,,,,,,
316,3473,,,,,,,,,,,,,,,,
317,3482,,,,,,,,,,,,,,,,
318,3492,,,,,,,,,,,,,,,,
319,3502,,,,,,,,,,,,,,,,
320,3517,,,,,,,,,,,,,,,,
321,3530,,,,,,,,,,,,,,,,
322,3538,,,,,,,,,,,,,,,,
323,3548,,,,,,,,,,,,,,,,
324,3562,,,,,,,,,,,,,,,,
325,3578,,,,,,,,,,,,,,,,
326,3583,,,,,,,,,,,,,,,,
327,3592,,,,,,,,,,,,,,,,
328,3608,,,,,,,,,,,,,,,,
329,3618,,,,,,,,,,,,,,,,
330,3626,,,,,,,,,,,,,,,,
331,3645,,,,,,,,,,,,,,,,
332,3653,,,,,,,,,,,,,,,,
333,3664,,,,,,,,,,,,,,,,
334,3674,,,,,,,,,,,,,,,,
335,3684,,,,,,,,,,,,,,,,
336,3693,,,,,,,,,,,,,,,,
337,3706,,,,,,,,,,,,,,,,
338,3713,,,,,,,,,,,,,,,,
339,3729,,,,,,,,,,,,,,,,
340,3737,,,,,,,,,,,,,,,,
341,3746,,,,,,,,,,,,,,,,
342,3760,,,,,,,,,,,,,,,,
343,3769,,,,,,,,,,,,,,,,
344,3780,,,,,,,,,,,,,,,,
345,3793,,,,,,,,,,,,,,,,
346,3804,,,,,,,,,,,,,,,,
347,3815,,,,,,,,,,,,,,,,
348,3829,,,,,,,,,,,,,,,,
349,3837,,,,,,,,,,,,,,,,
350,3851,,,,,,,,,,,,,,,,
351,3860,,,,,,,,,,,,,,,,
352,3869,,,,,,,,,,,,,,,,
353,3884,,,,,,,,,,,,,,,,
354,3891,,,,,,,,,,,,,,,,
355,3908,,,,,,,,,,,,,,,,
356,3916,,,,,,,,,,,,,,,,
357,3925,,,,,,,,,,,,,,,,
358,3941,,,,,,,,,,,,,,,,
359,3949,,,,,,,,,,,,,,,,
360,3959,,,,,,,,,,,,,,,,
361,3970,,,,,,,,,,,,,,,,
362,3993,,,,,,,,,,,,,,,,
363,4003,,,,,,,,,,,,,,,,
364,4009,,,,,,,,,,,,,,,,
365,4025,,,,,,,,,,,,,,,,
366,4029,,,,,,,,,,,,,,,,
367,4042,,,,,,,,,,,,,,,,
368,4049,,,,,,,,,,,,,,,,
369,4060,,,,,,,,,,,,,,,,
370,4070,,,,,,,,,,,,,,,,
371,4085,,,,,,,,,,,,,,,,
372,4093,,,,,,,,,,,,,,,,
373,4104,,,,,,,,,,,,,,,,
374,4118,,,,,,,,,,,,,,,,
375,4125,,,,,,,,,,,,,,,,
376,4137,,,,,,,,,,,,,,,,
377,4148,,,,,,,,,,,,,,,,
378,4159,,,,,,,,,,,,,,,,
379,4173,,,,,,,,,,,,,,,,
380,4183,,,,,,,,,,,,,,,,
381,4195,,,,,,,,,,,,,,,,
382,4207,,,,,,,,,,,,,,,,
383,4217,,,,,,,,,,,,,,,,
384,4226,,,,,,,,,,,,,,,,
385,4237,,,,,,,,,,,,,,,,
386,4250,,,,,,,,,,,,,,,,
387,4258,,,,,,,,,,,,,,,,
388,4273,,,,,,,,,,,,,,,,
389,4281,,,,,,,,,,,,,,,,
390,4292,,,,,,,,,,,,,,,,
391,4303,,,,,,,,,,,,,,,,
392,4315,,,,,,,,,,,,,,,,
393,4328,,,,,,,,,,,,,,,,
394,4336,,,,,,,,,,,,,,,,
395,4352,,,,,,,,,,,,,,,,
396,4359,,,,,,,,,,,,,,,,
397,4373,,,,,,,,,,,,,,,,
398,4382,,,,,,,,,,,,,,,,
399,4397,,,,,,,,,,,,,,,,
400,4408,,,,,,,,,,,,,,,,
401,4414,,,,,,,,,,,,,,,,
402,4427,,,,,,,,,,,,,,,,
403,4438,,,,,,,,,,,,,,,,
404,4451,,,,,,,,,,,,,,,,
405,4461,,,,,,,,,,,,,,,,
406,4475,,,,,,,,,,,,,,,,
407,4481,,,,,,,,,,,,,,,,
408,4495,,,,,,,,,,,,,,,,
409,4505,,,,,,,,,,,,,,,,
410,4513,,,,,,,,,,,,,,,,
411,4533,,,,,,,,,,,,,,,,
412,4541,,,,,,,,,,,,,,,,
413,4559,,,,,,,,,,,,,,,,
414,4564,,,,,,,,,,,,,,,,
415,4574,,,,,,,,,,,,,,,,
416,4585,,,,,,,,,,,,,,,,
417,4591,,,,,,,,,,,,,,,,
418,4606,,,,,,,,,,,,,,,,
419,4614,,,,,,,,,,,,,,,,
420,4629,,,,,,,,,,,,,,,,
421,4642,,,,,,,,,,,,,,,,
422,4650,,,,,,,,,,,,,,,,
423,4662,,,,,,,,,,,,,,,,
424,4670,,,,,,,,,,,,,,,,
425,4682,,,,,,,,,,,,,,,,
426,4693,,,,,,,,,,,,,,,,
427,4703,,,,,,,,,,,,,,,,
428,4720,,,,,,,,,,,,,,,,
429,4728,,,,,,,,,,,,,,,,
430,4736,,,,,,,,,,,,,,,,
431,4749,,,,,,,,,,,,,,,,
432,4764,,,,,,,,,,,,,,,,
433,4771,,,,,,,,,,,,,,,,
434,4785,,,,,,,,,,,,,,,,
435,4796,,,,,,,,,,,,,,,,
436,4802,,,,,,,,,,,,,,,,
437,4819,,,,,,,,,,,,,,,,
438,4826,,,,,,,,,,,,,,,,
439,4837,,,,,,,,,,,,,,,,
440,4849,,,,,,,,,,,,,,,,
441,4858,,,,,,,,,,,,,,,,
442,4871,,,,,,,,,,,,,,,,
443,4880,,,,,,,,,,,,,,,,
444,4897,,,,,,,,,,,,,,,,
445,4902,,,,,,,,,,,,,,,,
446,4915,,,,,,,,,,,,,,,,
447,4926,,,,,,,,,,,,,,,,
448,4936,,,,,,,,,,,,,,,,
449,4948,,,,,,,,,,,,,,,,
450,4960,,,,,,,,,,,,,,,,
451,4968,,,,,,,,,,,,,,,,
452,4984,,,,,,,,,,,,,,,,
453,4995,,,,,,,,,,,,,,,,
454,5002,,,,,,,,,,,,,,,,
455,5015,,,,,,,,,,,,,,,,
456,5027,,,,,,,,,,,,,,,,
457,5038,,,,,,,,,,,,,,,,
458,5048,,,,,,,,,,,,,,,,
459,5060,,,,,,,,,,,,,,,,
460,5072,,,,,,,,,,,,,,,,
461,5081,,,,,,,,,,,,,,,,
462,5093,,,,,,,,,,,,,,,,
463,5105,,,,,,,,,,,,,,,,
464,5113,,,,,,,,,,,,,,,,
465,5128,,,,,,,,,,,,,,,,
466,5136,,,,,,,,,,,,,,,,
467,5148,,,,,,,,,,,,,,,,
468,5161,,,,,,,,,,,,,,,,
469,5177,,,,,,,,,,,,,,,,
470,5182,,,,,,,,,,,,,,,,
471,5191,,,,,,,,,,,,,,,,
472,5210,,,,,,,,,,,,,,,,
473,5219,,,,,,,,,,,,,,,,
474,5228,,,,,,,,,,,,,,,,
475,5237,,,,,,,,,,,,,,,,
476,5252,,,,,,,,,,,,,,,,
477,5266,,,,,,,,,,,,,,,,
478,5277,,,,,,,,,,,,,,,,
479,5282,,,,,,,,,,,,,,,,
480,5292,,,,,,,,,,,,,,,,
481,5307,,,,,,,,,,,,,,,,
482,5317,,,,,,,,,,,,,,,,
483,5326,,,,,,,,,,,,,,,,
484,5339,,,,,,,,,,,,,,,,
485,5350,,,,,,,,,,,,,,,,
486,5360,,,,,,,,,,,,,,,,
487,5370,,,,,,,,,,,,,,,,
488,5381,,,,,,,,,,,,,,,,
489,5391,,,,,,,,,,,,,,,,
490,5402,,,,,,,,,,,,,,,,
491,5414,,,,,,,,,,,,,,,,
492,5427,,,,,,,,,,,,,,,,
493,5439,,,,,,,,,,,,,,,,
494,5451,,,,,,,,,,,,,,,,
495,5459,,,,,,,,,,,,,,,,
496,5474,,,,,,,,,,,,,,,,
497,5484,,,,,,,,,,,,,,,,
498,5491,,,,,,,,,,,,,,,,
499,5505,,,,,,,,,,,,,,,,
500,5515,,,,,,,,,,,,,,,,
501,5528,,,,,,,,,,,,,,,,
502,5536,,,,,,,,,,,,,,,,
503,5549,,,,,,,,,,,,,,,,
504,5558,,,,,,,,,,,,,,,,
505,5570,,,,,,,,,,,,,,,,
506,5583,,,,,,,,,,,,,,,,
507,5597,,,,,,,,,,,,,,,,
508,5604,,,,,,,,,,,,,,,,
509,5621,,,,,,,,,,,,,,,,
510,5629,,,,,,,,,,,,,,,,
511,5640,,,,,,,,,,,,,,,,
512,5650,,,,,,,,,,,,,,,,
513,5662,,,,,,,,,,,,,,,,
514,5673,,,,,,,,,,,,,,,,
515,5691,,,,,,,,,,,,,,,,
516,5696,,,,,,,,,,,,,,,,
517,5704,,,,,,,,,,,,,,,,
518,5719,,,,,,,,,,,,,,,,
519,5731,,,,,,,,,,,,,,,,
520,5738,,,,,,,,,,,,,,,,
521,5747,,,,,,,,,,,,,,,,
522,5762,,,,,,,,,,,,,,,,
523,5771,,,,,,,,,,,,,,,,
524,5780,,,,,,,,,,,,,,,,
525,5796,,,,,,,,,,,,,,,,
526,5803,,,,,,,,,,,,,,,,
527,5819,,,,,,,,,,,,,,,,
528,5825,,,,,,,,,,,,,,,,
529,5836,,,,,,,,,,,,,,,,
530,5847,,,,,,,,,,,,,,,,
531,5859,,,,,,,,,,,,,,,,
532,5870,,,,,,,,,,,,,,,,
533,5883,,,,,,,,,,,,,,,,
534,5892,,,,,,,,,,,,,,,,
535,5903,,,,,,,,,,,,,,,,
536,5916,,,,,,,,,,,,,,,,
537,5926,,,,,,,,,,,,,,,,
538,5938,,,,,,,,,,,,,,,,
539,5947,,,,,,,,,,,,,,,,
540,5960,,,,,,,,,,,,,,,,
541,5969,,,,,,,,,,,,,,,,
542,5982,,,,,,,,,,,,,,,,
543,5995,,,,,,,,,,,,,,,,
544,6004,,,,,,,,,,,,,,,,
545,6013,,,,,,,,,,,,,,,,
546,6027,,,,,,,,,,,,,,,,
547,6043,,,,,,,,,,,,,,,,
548,6052,,,,,,,,,,,,,,,,
549,6060,,,,,,,,,,,,,,,,
550,6074,,,,,,,,,,,,,,,,
551,6087,,,,,,,,,,,,,,,,
552,6094,,,,,,,,,,,,,,,,
553,6104,,,,,,,,,,,,,,,,
554,6116,,,,,,,,,,,,,,,,
555,6126,,,,,,,,,,,,,,,,
556,6140,,,,,,,,,,,,,,,,
557,6149,,,,,,,,,,,,,,,,
558,6159,,,,,,,,,,,,,,,,
559,6170,,,,,,,,,,,,,,,,
560,6182,,,,,,,,,,,,,,,,
561,6193,,,,,,,,,,,,,,,,
562,6202,,,,,,,,,,,,,,,,
563,6215,,,,,,,,,,,,,,,,
564,6224,,,,,,,,,,,,,,,,
565,6236,,,,,,,,,,,,,,,,
566,6247,,,,,,,,,,,,,,,,
567,6258,,,,,,,,,,,,,,,,
568,6270,,,,,,,,,,,,,,,,
569,6282,,,,,,,,,,,,,,,,
570,6291,,,,,,,,,,,,,,,,
571,6305,,,,,,,,,,,,,,,,
572,6316,,,,,,,,,,,,,,,,
573,6329,,,,,,,,,,,,,,,,
574,6337,,,,,,,,,,,,,,,,
575,6353,,,,,,,,,,,,,,,,
576,6358,,,,,,,,,,,,,,,,
577,6369,,,,,,,,,,,,,,,,
578,6384,,,,,,,,,,,,,,,,
579,6393,,,,,,,,,,,,,,,,
580,6402,,,,,,,,,,,,,,,,
581,6415,,,,,,,,,,,,,,,,
582,6424,,,,,,,,,,,,,,,,
583,6441,,,,,,,,,,,,,,,,
584,6447,,,,,,,,,,,,,,,,
585,6463,,,,,,,,,,,,,,,,
586,6469,,,,,,,,,,,,,,,,
587,6488,,,,,,,,,,,,,,,,
588,6494,,,,,,,,,,,,,,,,
589,6503,,,,,,,,,,,,,,,,
590,6516,,,,,,,,,,,,,,,,
591,6525,,,,,,,,,,,,,,,,
592,6536,,,,,,,,,,,,,,,,
593,6548,,,,,,,,,,,,,,,,
594,6561,,,,,,,,,,,,,,,,
595,6569,,,,,,,,,,,,,,,,
596,6583,,,,,,,,,,,,,,,,
597,6592,,,,,,,,,,,,,,,,
598,6606,,,,,,,,,,,,,,,,
