frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink
0,0,,,,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,,,
2,21,,,,,,,,,,,,,,,,
3,32,,,,,,,,,,,,,,,,
4,50,,,,,,,,,,,,,,,,
5,80,,,,,,,,,,,,,,,,
6,97,,,,,,,,,,,,,,,,
7,121,,,,,,,,,,,,,,,,
8,139,,,,,,,,,,,,,,,,
9,150,,,,,,,,,,,,,,,,
10,156,,,,,,,,,,,,,,,,
11,165,,,,,,,,,,,,,,,,
12,173,,,,,,,,,,,,,,,,
13,183,,,,,,,,,,,,,,,,
14,202,,,,,,,,,554,1010,0.378936,0.69084,,,,
15,216,,,,,,,,,554,1010,0.378936,0.69084,0.0,1.2709029540583893e-14,-3.401680720975294e-13,-1.4778451023496619e-12
16,221,,,,,,,,,554,1010,0.378936,0.69084,6.848822518717976e-15,2.2829408395726584e-14,7.243980924355768e-14,-1.0270010873138633e-12
17,234,,,,,,,,,554,1010,0.378936,0.69084,-3.739375441749593e-15,-0.01046301195802307,4.0616753309818797e-13,-1.1908198677734378
18,242,,,,,,,,,554,1010,0.378936,0.69084,0.0,-0.01372003365445398,1.1324055198446355e-13,-1.0168665891821282
19,258,,,,,,,,,554,1010,0.378936,0.69084,-2.888816674111937e-15,-0.014482449791928056,7.79183998732111e-14,0.8246816368592289
20,271,,,,,,,,,554,1008,0.378936,0.6894720000000001,2.840429952182759e-15,-0.008921587668184995,3.1857840968791124e-13,1.457230695445996
21,285,,,,,,,,,554,1008,0.378936,0.6894720000000001,0.0,-0.001304957789446435,-5.932364145016583e-13,1.2619589484934257
22,311,,,,,,,,,554,1010,0.378936,0.69084,-5.9821185535648275e-15,-0.0004276098945123619,-1.2474635393080245e-13,0.16954030223792638
23,315,,,,,,,,,554,1010,0.378936,0.69084,-1.7584968011110767e-15,-0.010030896448164961,1.955962894594835e-13,-1.3880481662541275
24,318,,,,,,,,,554,1008,0.378936,0.6894720000000001,5.535759311902091e-15,-0.003599021684208659,-3.511273028182941e-13,-1.0095321883400097
25,330,,,,,,,,,554,1008,0.378936,0.6894720000000001,1.0560629140350194e-14,-0.03734663538219544,-4.3716897275487986e-13,4.553011932017408
26,345,,,,,,,,,554,1008,0.378936,0.6894720000000001,-4.062093624049869e-15,0.0003564364811058807,1.8421658380860966e-14,1.3571447147805973
27,358,,,,,,,,,554,1008,0.378936,0.6894720000000001,0.0,0.022782845271561877,7.731284499049642e-14,0.7378006463781892
28,362,,,,,,,,,554,1010,0.378936,0.69084,6.513218352441384e-15,0.025917784000413783,3.6648590547137343e-13,0.7837055458194307
29,371,,,,,,,,,554,1008,0.378936,0.6894720000000001,5.041263064625709e-15,0.029564192477068346,5.755406005596021e-13,0.2843186756219674
30,385,,,,,,,,,554,1010,0.378936,0.69084,2.3286837465047734e-15,0.020122805358684284,-4.627778427265233e-13,-0.786502474547172
31,388,,,,,,,,,554,1010,0.378936,0.69084,1.918173232654219e-15,0.010910573591165039,-1.47998275122802e-14,-0.26931519337282134
32,394,,,,,,,,,554,1010,0.378936,0.69084,-5.1381107430439e-15,0.030957555519726187,4.815443096666898e-13,-1.6031311332245413
33,412,,,,,,,,,554,1010,0.378936,0.69084,3.2863955551766815e-15,9.859186665530044e-15,-1.9248168285006264e-13,-1.076869537907735e-12
34,430,,,,,,,,,554,1010,0.378936,0.69084,1.5180075474793293e-15,0.0,1.515369593020819e-13,5.905867408672147e-13
35,438,,,,,,,,,554,1010,0.378936,0.69084,0.0,-3.064506689930876e-15,1.9295855697009129e-13,-4.6921430079938657e-14
36,456,,,,,,,,,554,1010,0.378936,0.69084,1.6932711434987356e-15,-0.01770121021876772,-1.3010003630330047e-13,-1.0152464481003762
