frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink
119,1292,24,22,0.016416,0.015048,0.7089512774831952,0.45258851744229817,-0.554275940226083,-1.351416778176971,536,838,0.366624,0.573192,-0.11463298402698859,-0.7139371675792262,0.5765808502802001,4.0438768641766805
120,1305,38,32,0.025992,0.021888,0.7018485969420376,0.4351907172082367,-0.8944369940129727,-1.9153991903293541,534,826,0.365256,0.564984,-0.108690674933756,-0.6754606206287012,0.6218204314159486,4.802656008083688
121,1324,50,40,0.0342,0.027360000000000002,0.71522342102748,0.43338145057461674,1.210092128751119,0.4811662402185794,532,814,0.36388800000000004,0.556776,-0.08897895298184967,-0.6393972555875801,1.0522884118621825,0.43747524056901943
122,1331,66,48,0.045144000000000004,0.032832,0.7480125093423353,0.45563742854963957,5.896496327777784,3.024984306382264,530,802,0.36252,0.5485680000000001,-0.08715596644604483,-0.6575155475494663,0.43860693114516686,-5.496701812192045
123,1349,80,56,0.054720000000000005,0.038304000000000005,0.8893990950427159,0.5408183784002472,9.56372366392497,6.509795836097377,528,790,0.36115200000000003,0.5403600000000001,-0.0926354114027213,-0.7666267279597897,-0.32753849047312267,-7.672196697598282
124,1359,94,66,0.064296,0.045144000000000004,0.989803259723697,0.6018429478453092,9.90145348528476,6.946002704638364,528,776,0.36115200000000003,0.530784,-0.10899108895574053,-0.8420097359626845,-1.586407722139589,-7.790186417432767
125,1367,108,74,0.07387200000000001,0.050616,1.1133924323124313,0.6735856920129141,19.007908361199476,10.569554259644129,526,764,0.359784,0.522576,-0.13240700989852536,-0.9642547878047537,-3.4286674403747783,-15.497112906830449
126,1377,124,84,0.084816,0.057456,1.1163756248503218,0.6671634186982127,-2.918952564564119,-3.912805197986024,524,752,0.358416,0.514368,-0.13954617873737,-0.9724854885601368,-1.5950554762922737,2.119230210303542
127,1385,138,92,0.094392,0.062928,1.1040088439261315,0.6584853993844246,-8.668164805015039,-4.000152402234751,522,740,0.35704800000000003,0.50616,-0.15352247138396552,-0.9524762524574176,0.931898353980145,5.145114828496599
128,1390,152,100,0.103968,0.0684,1.0815657773079015,0.6469940411759586,-9.178741852865151,-4.505103424620823,520,726,0.35568,0.496584,-0.15075569068759467,-0.9397193900550082,1.034022546629936,7.143853240846984
129,1404,166,108,0.113544,0.07387200000000001,0.9377522640057927,0.5638006024984643,-13.780163763652938,-8.15285581944205,518,714,0.354312,0.48837600000000003,-0.1264392847769898,-0.8394382554532807,3.2713120019198376,11.878039833689453
130,1413,180,118,0.12312000000000001,0.080712,0.8234111721559162,0.504037885893198,-8.97954904154537,-4.982381253369634,516,702,0.35294400000000004,0.48016800000000004,-0.10366438832089585,-0.7370830732236257,2.1762023517651827,7.729723848907488
131,1424,194,126,0.132696,0.08618400000000001,0.7398983628466677,0.4596244944092672,-1.0732859304309867,-0.532949965532354,514,690,0.351576,0.47196000000000005,-0.08432025414355482,-0.6555781087031056,0.7446098241041528,0.328676106326542
132,1445,208,134,0.142272,0.091656,0.7007091384498332,0.44483414554176437,-1.8080031640606047,-0.5448094088848289,514,676,0.351576,0.462384,-0.07892050850684848,-0.6217886299429786,-0.2798036583800489,2.087806822440471
133,1458,222,144,0.151848,0.098496,0.7018974793547539,0.44354026746245895,1.7050320165268948,1.6834472393920223,512,664,0.350208,0.454176,-0.08567930281775356,-0.616218176536992,-1.121351397438439,-0.5836806190876969
134,1463,236,152,0.161424,0.103968,0.757518988172307,0.4866469171879717,7.035293665255456,4.926484619099765,510,652,0.34884000000000004,0.44596800000000003,-0.0951380036049446,-0.6721765637921514,-2.1514504706775575,-5.594762174701398
135,1484,250,162,0.171,0.110808,0.9539409303331355,0.606285433680354,9.178572525520536,4.916697702294564,508,640,0.347472,0.43776000000000004,-0.13627727576187643,-0.8511042254683233,-1.3112246465033797,-9.524026931924062
136,1494,264,170,0.18057600000000001,0.11628000000000001,0.9798940294701605,0.5914915668547287,8.859313015551757,3.3348911795996057,506,628,0.346104,0.42955200000000004,-0.13636181810772685,-0.8484463938493507,-1.0280092217281274,-6.838394485796983
137,1497,278,180,0.19015200000000002,0.12312000000000001,0.9307419004427161,0.5748071454914055,8.348554978629206,3.7956061749605556,504,614,0.34473600000000004,0.419976,-0.12964901423487138,-0.8175124512781671,-1.0021940620676262,-7.117704009664515
138,1507,292,188,0.19972800000000002,0.128592,1.0912560857445648,0.6574660340307191,-8.77449330322709,-5.379681792196209,502,602,0.343368,0.411768,-0.1448861604647919,-0.9604239204500193,3.261644809196796,7.991766655971029
139,1520,308,196,0.210672,0.13406400000000002,0.965960343525526,0.587746471978932,-10.296827387916489,-4.62740866245981,500,590,0.342,0.40356000000000003,-0.1128929388323301,-0.8440193743542727,2.4284057149042035,8.879461107016807
140,1530,322,206,0.220248,0.140904,0.8760588841235534,0.5357951214091508,-2.3707129812910748,0.29176043296028353,498,576,0.34063200000000005,0.393984,-0.09621217857500035,-0.7700873962672468,0.6445489635318714,0.20866931386087678
141,1539,336,214,0.229824,0.146376,0.8582589398937014,0.5400020243720404,-2.0231971371829083,0.1323956419229309,498,564,0.34063200000000005,0.385776,-0.09358363878856185,-0.7639813383398698,-0.380045088717553,0.6854026788845707
142,1555,350,224,0.2394,0.15321600000000002,0.8240431661997216,0.5295815530239116,-2.6895469128515335,-2.2427099458429933,496,552,0.339264,0.377568,-0.09825672851221497,-0.74273922524167,-0.8878405247265272,3.1770968712829624
143,1563,364,232,0.248976,0.158688,0.8545497831111022,0.529800104105211,4.058489231167181,1.0114209544857296,494,538,0.33789600000000003,0.36799200000000004,-0.09562937578706096,-0.7598682219874642,-0.5261908419361991,-3.256926815393556
144,1576,378,242,0.258552,0.165528,0.9668126242710506,0.6005120933687949,11.424171169107966,6.009278095338654,492,526,0.336528,0.359784,-0.12545666828665003,-0.867065690839616,-1.2156095050600566,-10.065723364858341
145,1589,392,250,0.26812800000000003,0.171,0.927756301217767,0.575531935254364,-1.7461757304038183,-0.7935557218874166,490,514,0.33516,0.351576,-0.1094638872225648,-0.8320298811049271,0.9517846657679265,1.6727488081636375
146,1595,408,258,0.27907200000000004,0.17647200000000002,0.9823011456975496,0.6121639987892704,4.122920610789487,2.754181153480137,490,500,0.33516,0.342,-0.11199996805603216,-0.8581789854909089,0.11200243844983634,-3.1558827727617498
147,1601,420,268,0.28728000000000004,0.183312,1.0862736183908486,0.6654920167269944,7.380039135254893,5.8217138501358905,486,488,0.332424,0.33379200000000003,-0.1233179848189111,-0.9566660430168848,-0.8587622175338206,-5.751282352870571
148,1618,434,276,0.296856,0.188784,1.0356533399230354,0.6313840670081371,-8.485498018506041,-6.942062284446472,486,476,0.332424,0.32558400000000004,-0.12552942270839582,-0.9097243661821518,0.26025666553256227,7.8771313878482525
149,1622,450,286,0.3078,0.19562400000000002,0.9747478312329989,0.549762410010045,-4.691247198398469,-11.116685071823285,484,464,0.331056,0.317376,-0.12543706465257717,-0.8050584889001561,0.2977025995466172,10.145099238435387
150,1627,464,294,0.317376,0.20109600000000002,0.9496419597752367,0.45499497345979706,-3.9392630752923115,-19.487329810114097,482,450,0.32968800000000004,0.3078,-0.10499211402206418,-0.7129191373762045,-1.2251658971888235,20.88657373509679
151,1644,478,302,0.326952,0.206568,0.9055005182214364,0.18866121120467785,-10.51404498527052,-27.238918966653237,480,438,0.32832,0.299592,-0.1261849996640964,-0.4343434103566499,1.571111433668646,31.708077024773377
152,1655,492,302,0.336528,0.206568,0.7883109539234584,-0.12981478573859917,-0.7110163172624818,-23.38578980166539,478,434,0.326952,0.296856,-0.10998274099267351,-0.08909062997716617,0.2779577642231424,24.235165609762564
