frame_no,time (ms),pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green
5,62,844.0,124.0,0.5848920000000001,0.085932,,,,
197,2246,844.0,122.0,0.5848920000000001,0.084546,-3.3743977848253164e-15,-0.0019497739122313,-6.621590449865926e-13,0.8430816945349369
198,2264,844.0,124.0,0.5848920000000001,0.085932,-1.112853705213252e-14,0.0084635512249467,8.741775806915047e-13,0.8746832505186495
215,2443,842.0,124.0,0.5835060000000001,0.085932,-0.076595584786505,0.0375496608754629,-3.1937905460773366,1.996781785634512
216,2461,842.0,126.0,0.5835060000000001,0.087318,-0.1130059969625157,0.0692831646391935,-1.984818814051554,1.9049053107698448
217,2465,838.0,126.0,0.5807340000000001,0.087318,-0.1201512137189869,0.0794368484972025,-1.3902928316311578,1.95432531472055
218,2478,836.0,128.0,0.5793480000000001,0.088704,-0.1360474814326315,0.0969376092529786,-1.335222826302204,0.8230888540259362
219,2492,834.0,130.0,0.5779620000000001,0.09009,-0.1570206018681319,0.1109419249092547,-0.0066606930434465,0.7446744527659354
220,2500,832.0,132.0,0.576576,0.091476,-0.1381065204993234,0.1142369913376825,-0.4929747182687078,0.0434469633727321
221,2516,828.0,134.0,0.573804,0.092862,-0.1595010241505685,0.1193488093883145,-0.9150475617549124,0.212464192473951
222,2524,826.0,136.0,0.572418,0.094248,-0.1648120891673202,0.1211972408323534,-0.0750234189637551,0.1897309732592346
223,2539,824.0,138.0,0.571032,0.095634,-0.1593051099690044,0.1227162420356943,0.2244250835446628,0.4611856603054347
224,2547,820.0,140.0,0.56826,0.09702,-0.1670715284850213,0.1271782948825642,-0.9912292705657022,0.1216156395287984
225,2559,818.0,142.0,0.566874,0.098406,-0.1717326630350305,0.1119491278263253,-0.5479170294471237,-0.9543991195989144
226,2570,816.0,144.0,0.565488,0.099792,-0.1658895834980956,0.1162457709447817,1.7423600011742348,-0.4772773204533944
227,2580,812.0,146.0,0.562716,0.101178,-0.1567321235087048,0.1147035994440347,-0.254082381446398,0.5368712581691328
228,2591,810.0,146.0,0.56133,0.101178,-0.1613885752949014,0.1172516417047946,0.3455376613583725,0.8389771883099872
229,2607,808.0,150.0,0.559944,0.10395,-0.153805711615575,0.1091167608647133,0.5753392132718634,-0.4434358810636135
230,2616,804.0,152.0,0.557172,0.105336,-0.1657494700487833,0.1241546237608499,-1.9172825709419847,0.6162505516871548
231,2628,802.0,154.0,0.555786,0.106722,-0.1854603317496994,0.122878846084007,-1.826981669520556,-1.0842030230957382
232,2639,800.0,154.0,0.5544,0.106722,-0.1911609523770726,0.1087569195967678,-0.05344994607012,-0.6400513777188
233,2646,796.0,158.0,0.551628,0.109494,-0.1887158747180131,0.1233352527609329,-1.2241613806251883,1.5811744776370265
234,2655,794.0,158.0,0.550242,0.109494,-0.2024979290332518,0.1319626813466938,0.3919625785203091,1.2368434127399113
235,2671,790.0,160.0,0.54747,0.11088,-0.2044463710262845,0.1436079863506278,0.2584246057646288,-0.2915036328118235
236,2676,788.0,164.0,0.546084,0.113652,-0.1896899671255136,0.1307727524535903,-0.1770837547489569,0.5301949775142384
237,2691,784.0,166.0,0.543312,0.115038,-0.2010371110871407,0.1416292404904421,-0.4332539203608682,-0.7103072986887687
238,2703,780.0,168.0,0.54054,0.116424,-0.2228032803615242,0.1583810655378709,-1.8873851626810123,1.0428128410537003
239,2714,778.0,170.0,0.539154,0.11781,-0.2181872426499663,0.1602676656942752,-0.7246380151668353,2.335260150916933
240,2723,774.0,172.0,0.536382,0.119196,-0.2100867413194805,0.1539077344043614,1.1643415722710713,-0.550009034151148
241,2731,770.0,176.0,0.53361,0.121968,-0.2135964826190252,0.1604380252192878,0.682797970596748,-1.730762287575964
242,2743,768.0,178.0,0.532224,0.123354,-0.2189454272090404,0.1506142710575765,0.1893917200865235,-2.085746219174528
243,2760,764.0,180.0,0.529452,0.12474,-0.2141033275019938,0.1502306864997862,-1.0448919383879274,0.6795278577227516
244,2768,760.0,182.0,0.52668,0.126126,-0.2043492060024284,0.1413127742463122,-0.6899592535359478,1.445058206162367
245,2779,756.0,184.0,0.523908,0.127512,-0.2182101503533383,0.1478064277613948,0.1631464178537257,0.6761210215848704
246,2788,754.0,188.0,0.522522,0.130284,-0.2232251022593897,0.1615247798977343,1.093898450861614,-0.8966796628846044
247,2803,750.0,190.0,0.51975,0.13167,-0.2065566848455767,0.1447607747322956,0.0540345904429959,-1.360940533060811
248,2813,746.0,192.0,0.516978,0.133056,-0.2008714212985161,0.1388480879390476,0.1029561129341339,-1.0516708455155377
249,2820,744.0,194.0,0.515592,0.134442,-0.1998986090358377,0.1222237338923919,1.1257474981718985,-0.3340911631415184
250,2835,740.0,196.0,0.51282,0.135828,-0.1850050228582053,0.1223166070196584,1.7562217979752266,-0.8355347668644334
251,2843,738.0,198.0,0.511434,0.137214,-0.1763013551693697,0.1257890259099008,-0.0924742644902156,1.069553871842423
252,2860,734.0,200.0,0.5086620000000001,0.1386,-0.1718406466646069,0.1392568073258577,0.08106684699147,1.4589372028701664
253,2870,732.0,202.0,0.5072760000000001,0.139986,-0.184344210543203,0.1497434271913285,-1.2571816630973078,1.370688589000128
254,2881,728.0,206.0,0.5045040000000001,0.142758,-0.1906933575880249,0.1547472219935354,-0.9724141567394332,0.961643644974147
255,2893,726.0,208.0,0.5031180000000001,0.144144,-0.1982916642821329,0.1532080709871411,-0.4617821432382973,-1.5353730157482717
256,2901,722.0,210.0,0.5003460000000001,0.14553,-0.1941256389079083,0.145323547772796,1.0393529209536705,-1.7029047486718127
257,2911,720.0,212.0,0.49896,0.146916,-0.1907788737258011,0.1284496645475866,0.0021924076433798,-0.3994115808122092
258,2924,716.0,214.0,0.496188,0.148302,-0.1881137774008576,0.1252119624663675,1.1798031914476013,-0.4057643581177862
259,2936,714.0,216.0,0.494802,0.149688,-0.1752509954652309,0.1167754343439867,0.0395032445023987,-0.3243394490711979
260,2946,710.0,218.0,0.49203,0.151074,-0.1751903292512714,0.1163046087660737,0.4244165902120628,-0.0129760173709113
261,2958,708.0,220.0,0.490644,0.15246,-0.1761952833761722,0.1177449803391228,-0.5072274417017621,-0.0361837072015952
