frame_no,time (ms),pos_pixel_x-darkorange,pos_pixel_y-darkorange,r_x-darkorange,r_y-darkorange,v_x-darkorange,v_y-darkorange,a_x-darkorange,a_y-darkorange,pos_pixel_x-green,pos_pixel_y-green,r_x-green,r_y-green,v_x-green,v_y-green,a_x-green,a_y-green,pos_pixel_x-hotpink,pos_pixel_y-hotpink,r_x-hotpink,r_y-hotpink,v_x-hotpink,v_y-hotpink,a_x-hotpink,a_y-hotpink,pos_pixel_x-lightorange,pos_pixel_y-lightorange,r_x-lightorange,r_y-lightorange,v_x-lightorange,v_y-lightorange,a_x-lightorange,a_y-lightorange,pos_pixel_x-yellowneon,pos_pixel_y-yellowneon,r_x-yellowneon,r_y-yellowneon,v_x-yellowneon,v_y-yellowneon,a_x-yellowneon,a_y-yellowneon
628,1,592,352,0.410256,0.243936,-0.010349062,-0.010349062,-1.468872361,-1.468872361,,,,,,,,,492,436,0.340956,0.302148,-1.91E-15,0,5.59E-13,6.37E-14,,,,,,,,,760,382,0.52668,0.264726,3.82E-15,0,-1.08E-13,1.90E-13
629,18,592,352,0.410256,0.243936,-0.008998036,-0.032641694,-0.075959876,-1.554548009,,,,,,,,,492,436,0.340956,0.302148,0,-3.79E-15,-2.15E-13,-3.55E-13,,,,,,,,,760,382,0.52668,0.264726,-3.79E-15,1.90E-15,-8.30E-13,-1.27E-13
630,26,592,352,0.410256,0.243936,-0.020006355,-0.028063229,-0.687307654,-0.508781956,,,,,,,,,492,436,0.340956,0.302148,-2.00E-15,0,2.81E-13,1.86E-13,,,,,,,,,760,382,0.52668,0.264726,-4.00E-15,0,-3.14E-13,-4.17E-14
631,33,590,350,0.40887,0.24255,-0.010355935,-0.027645732,0.781267729,0.336671942,,,,,,,,,492,436,0.340956,0.302148,-2.01E-15,0,7.83E-13,1.44E-13,,,,,,,,,760,382,0.52668,0.264726,-8.02E-15,0,1.03E-12,4.10E-13
632,43,592,350,0.410256,0.24255,-0.007960818,-0.031478106,1.983631555,1.915436604,,,,,,,,,492,436,0.340956,0.302148,2.06E-15,4.13E-15,-8.40E-13,-6.79E-13,,,,,,,,,760,382,0.52668,0.264726,4.13E-15,2.06E-15,-1.03E-12,-4.57E-13
633,57,590,350,0.40887,0.24255,0.008224354,-0.013550507,0.786820103,1.188298908,,,,,,,,,492,436,0.340956,0.302148,0,-1.89E-15,-7.71E-13,-4.26E-13,,,,,,,,,760,382,0.52668,0.264726,3.79E-15,0,-4.07E-13,-2.35E-13
634,66,592,350,0.410256,0.24255,0.00456754,0,-1.538918571,1.88E-13,,,,,,,,,492,436,0.340956,0.302148,0,0,4.61E-13,2.07E-13,,,,,,,,,760,382,0.52668,0.264726,0,0,-7.53E-15,4.26E-13
635,77,592,350,0.410256,0.24255,0.000527084,0.014846272,0.333654792,1.429908559,,,,,,,,,492,436,0.340956,0.302148,-3.89E-15,-3.89E-15,-8.82E-14,1.34E-13,,,,,,,,,760,382,0.52668,0.264726,-7.77E-15,-3.89E-15,-1.45E-13,1.50E-14
636,92,592,350,0.410256,0.24255,-0.008125905,0.007139136,-1.675052932,-0.326042053,,,,,,,,,492,436,0.340956,0.302148,3.76E-15,1.88E-15,9.21E-14,-4.59E-14,,,,,,,,,760,382,0.52668,0.264726,7.51E-15,1.88E-15,3.76E-13,2.19E-15
637,97,590,350,0.40887,0.24255,-0.020962712,0.01566139,-0.405333678,0.23826538,,,,,,,,,492,436,0.340956,0.302148,-1.87E-15,0,3.84E-13,7.81E-14,,,,,,,,,760,382,0.52668,0.264726,0,1.87E-15,6.29E-14,-7.01E-14
638,108,592,352,0.410256,0.243936,-0.022947421,0.010456975,0.009670382,-1.192470005,,,,,,,,,492,436,0.340956,0.302148,1.93E-15,0,3.33E-13,4.69E-13,,,,,,,,,760,382,0.52668,0.264726,-3.87E-15,-1.93E-15,7.54E-13,5.31E-13
639,125,590,350,0.40887,0.24255,-0.016825144,-0.00630376,0.439754217,-1.727368415,,,,,,,,,492,436,0.340956,0.302148,-0.019102305,0,-1.66324329,-3.58E-13,,,,,,,,,760,382,0.52668,0.264726,0,5.74E-15,-1.01E-12,-6.74E-13
640,132,590,352,0.40887,0.243936,-0.008836217,-0.008203966,0.098972661,-0.668256586,,,,,,,,,492,436,0.340956,0.302148,-0.008083663,3.55E-15,0.106918304,6.36E-14,,,,,,,,,760,382,0.52668,0.264726,3.55E-15,1.78E-15,4.43E-13,1.23E-13
641,141,590,350,0.40887,0.24255,-0.018155395,-0.011677514,1.270483954,1.695150697,,,,,,,,,492,436,0.340956,0.302148,-0.006684144,0,0.713544639,-2.18E-13,,,,,,,,,760,382,0.52668,0.264726,0,0,-2.96E-13,-5.75E-14
642,155,590,350,0.40887,0.24255,-3.55E-15,-0.000703303,1.43E-13,0.089920147,,,,,,,,,490,436,0.33957,0.302148,-0.003346107,0,1.180777885,-4.24E-13,,,,,,,,,760,382,0.52668,0.264726,-3.55E-15,0,-3.43E-13,-1.53E-13
643,170,590,350,0.40887,0.24255,0.016647432,0.011386619,1.140767612,1.678161957,,,,,,,,,492,436,0.340956,0.302148,-0.007028139,-1.79E-15,-0.072012672,-1.90E-13,,,,,,,,,760,382,0.52668,0.264726,-3.57E-15,-1.79E-15,-1.04E-13,-1.78E-13
644,180,590,352,0.40887,0.243936,0.006366379,0.003522476,-0.15737784,-1.028111156,,,,,,,,,492,436,0.340956,0.302148,0.002969887,-1.82E-15,0.315054434,2.21E-13,,,,,,,,,760,382,0.52668,0.264726,0,0,-8.84E-14,1.43E-13
645,193,590,350,0.40887,0.24255,0.016900295,-0.003490222,0.416649958,-1.250288618,,,,,,,,,492,436,0.340956,0.302148,-0.005192512,1.81E-15,-1.536883819,-8.56E-14,,,,,,,,,760,382,0.52668,0.264726,-3.63E-15,-1.81E-15,-2.95E-14,7.75E-14
646,197,592,352,0.410256,0.243936,0.018992051,-0.004685537,0.320784882,-0.899115425,,,,,,,,,490,436,0.33957,0.302148,-0.013757051,-3.63E-15,0.851619381,-5.14E-14,,,,,,,,,760,382,0.52668,0.264726,0,-1.82E-15,-7.38E-14,-1.17E-13
647,212,590,350,0.40887,0.24255,0.02119286,-0.020241052,0.04379043,0.932677785,,,,,,,,,492,436,0.340956,0.302148,-0.001096798,1.87E-15,1.433947749,-9.68E-13,,,,,,,,,760,382,0.52668,0.264726,0,0,-1.58E-12,-1.03E-12
648,228,592,350,0.410256,0.24255,-0.004642102,-0.008209819,-1.707521118,0.500676267,,,,,,,,,490,436,0.33957,0.302148,0.013709553,0,0.846146253,7.00E-14,,,,,,,,,760,382,0.52668,0.264726,0,1.87E-15,-3.91E-13,-2.56E-14
649,236,592,350,0.410256,0.24255,0.001475174,-0.010428078,0.197561838,1.104173487,,,,,,,,,492,436,0.340956,0.302148,0.015466501,0,-0.346047482,5.11E-13,,,,,,,,,760,382,0.52668,0.264726,0,-3.65E-15,5.04E-13,2.87E-13
650,245,592,350,0.410256,0.24255,0.011464351,0.012695493,-0.658581468,1.215041965,,,,,,,,,492,436,0.340956,0.302148,0.007567417,0,0.29753417,-1.26E-12,,,,,,,,,760,382,0.52668,0.264726,0,0,-1.37E-12,-8.37E-13
651,255,590,350,0.40887,0.24255,-0.004256229,0.01797084,1.172816936,1.206836112,,,,,,,,,492,436,0.340956,0.302148,0.019029854,-5.81E-15,-1.394795276,8.25E-14,,,,,,,,,760,382,0.52668,0.264726,-7.75E-15,-3.87E-15,9.41E-14,9.85E-15
652,269,592,350,0.410256,0.24255,0.003688882,0.035012796,0.47468125,1.287561577,,,,,,,,,492,436,0.340956,0.302148,1.76E-15,0,-4.57E-13,-4.91E-15,,,,,,,,,760,382,0.52668,0.264726,3.51E-15,1.76E-15,-1.95E-13,-7.99E-14
653,278,592,352,0.410256,0.243936,0.008843047,0.052727286,-0.11113101,1.856271064,,,,,,,,,492,436,0.340956,0.302148,-0.00922199,0,-1.010103356,1.63E-14,,,,,,,,,760,382,0.52668,0.264726,0,1.74E-15,6.51E-13,6.06E-14
